Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Total Houses Damaged Description.1,Region,Average Income,p0p50_share,Population density national
2000,1,11,23.0,43.0,56.4,,,CHINA,CHINA:  LIAONING PROVINCE,40.498,122.994,10.0,5.1,,,,,,30.0,1.0,,3.0,3600.0,4.0,8800.0,4.0,,,,,30.0,1.0,,3.0,3600.0,4.0,8800.0,4.0,4.0,  LIAONING PROVINCE,4836.4401,0.1737,134.6475
2000,1,14,23.0,37.0,7.8,,,CHINA,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.607,101.063,33.0,5.9,,5.0,1.0,,,2528.0,4.0,73.5,4.0,41000.0,4.0,,,7.0,1.0,,,2528.0,4.0,73.5,4.0,41000.0,4.0,,,,  YAOAN COUNTY,4836.4401,0.1737,134.6475
2000,6,7,21.0,46.0,55.9,,,CHINA,CHINA:  YUNNAN PROVINCE:  LIUKU; MYANMAR,26.856,97.238,33.0,6.3,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,1.0,,2.0,,,,  LIUKU; MYANMAR,4836.4401,0.1737,134.6475
2000,8,21,13.0,25.0,44.5,,,CHINA,CHINA:  YUNNAN PROVINCE:  WUDING,25.826,102.194,33.0,4.2,,1.0,1.0,,,406.0,3.0,43.0,4.0,,,,,1.0,1.0,,,406.0,3.0,43.0,4.0,,,,,,  WUDING,4836.4401,0.1737,134.6475
2000,2,2,22.0,58.0,1.5,,,IRAN,"IRAN:  BARDASKAN, KASHMAR",35.288,58.218,33.0,5.3,,1.0,1.0,,,15.0,1.0,,2.0,100.0,2.0,100.0,2.0,1.0,1.0,,,15.0,1.0,,2.0,100.0,2.0,300.0,3.0,3.0, KASHMAR,13549.8134,0.1232,40.397152
2000,3,28,11.0,0.0,22.5,,,JAPAN,JAPAN:  VOLCANO ISLANDS,22.338,143.73,127.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,  VOLCANO ISLANDS,27663.8877,0.1692,347.8844
2000,7,1,7.0,1.0,55.5,2340.0,5104.0,JAPAN,JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA,34.221,139.131,10.0,6.1,,1.0,1.0,,,,3.0,,1.0,,,,,1.0,1.0,,,,3.0,,1.0,,,,,,  KOZU-SHIMA,27663.8877,0.1692,347.8844
2000,7,15,1.0,30.0,30.5,3508.0,,JAPAN,JAPAN:  NEAR S COAST HONSHU:  NII-JIMA,34.319,139.26,10.0,6.1,,,,,,10.0,1.0,,1.0,,,20.0,1.0,,,,,10.0,1.0,,1.0,,,20.0,1.0,1.0,  NII-JIMA,27663.8877,0.1692,347.8844
2000,7,30,12.0,25.0,45.5,3509.0,,JAPAN,JAPAN:  HONSHU:  S,33.901,139.376,10.0,6.5,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,  S,27663.8877,0.1692,347.8844
2000,10,6,4.0,30.0,19.1,,,JAPAN,"JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI",35.456,133.134,10.0,6.7,9.0,,,,,130.0,3.0,150.0,4.0,104.0,3.0,2230.0,4.0,,,,,130.0,3.0,150.0,4.0,104.0,3.0,2230.0,4.0,4.0, TOTTORI,27663.8877,0.1692,347.8844
2000,4,5,4.0,36.0,58.8,2922.0,,GREECE,GREECE:  CRETE,34.22,25.69,38.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,  CRETE,28869.5008,0.1655,85.63314
2000,5,4,4.0,21.0,16.2,2338.0,,INDONESIA,"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,",-1.105,123.573,26.0,7.6,,54.0,2.0,,,264.0,3.0,30.0,4.0,23000.0,4.0,,,54.0,2.0,,,264.0,3.0,30.0,4.0,23000.0,4.0,,,,,5279.0083,0.1801,113.112885
2000,6,4,16.0,28.0,26.1,,,INDONESIA,"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO",-4.721,102.087,33.0,7.9,6.0,103.0,3.0,,,2174.0,4.0,6.0,3.0,,,,,103.0,3.0,,,2174.0,4.0,6.0,3.0,,,,,, ENGGANO,5279.0083,0.1801,113.112885
2000,6,7,23.0,45.0,26.6,,,INDONESIA,INDONESIA:  SOUTHERN SUMATERA:  LAHAT,-4.612,101.905,33.0,6.7,,1.0,1.0,,,,,,2.0,,,600.0,3.0,1.0,1.0,,,,,,2.0,,,600.0,3.0,3.0,  LAHAT,5279.0083,0.1801,113.112885
2000,7,12,1.0,10.0,42.6,,,INDONESIA,"INDONESIA: JAWA:BANDUNG,CIBADAK,CIMANDIRI,KADUDAMPIT",-6.675,106.845,33.0,5.4,,,,,,6.0,1.0,,2.0,,,225.0,3.0,,,,,6.0,1.0,,2.0,,,225.0,3.0,3.0,KADUDAMPIT,5279.0083,0.1801,113.112885
2000,5,7,23.0,10.0,54.1,,,TURKEY,"TURKEY:  DOGANYOL, PUTURGE",38.164,38.777,5.0,4.1,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,2.0,,,200.0,3.0,3.0, PUTURGE,17787.5825,0.1232,83.304375
2000,6,6,2.0,41.0,49.8,,,TURKEY,"TURKEY:  CERKES, CUBUK, ORTA",40.693,32.992,10.0,6.0,7.0,2.0,1.0,,,80.0,2.0,,3.0,,,,,2.0,1.0,,,80.0,2.0,,3.0,,,4600.0,4.0,4.0, ORTA,17787.5825,0.1232,83.304375
2000,12,15,16.0,44.0,47.6,,,TURKEY,TURKEY:  AFYON-BOLVADIN,38.457,31.351,10.0,6.0,7.0,6.0,1.0,,,41.0,1.0,,1.0,,,,,6.0,1.0,,,41.0,1.0,,1.0,,,,2.0,2.0,  AFYON-BOLVADIN,17787.5825,0.1232,83.304375
2000,5,17,3.0,25.0,48.7,,,TAIWAN,TAIWAN:  TAI-CHUNG COUNTY,24.223,121.058,10.0,5.4,,3.0,1.0,,,13.0,1.0,,1.0,,,,,3.0,1.0,,,13.0,1.0,,1.0,,,,,,  TAI-CHUNG COUNTY,29867.0978,0.1306,626.79297
2000,6,10,18.0,23.0,29.3,,,TAIWAN,TAIWAN:  NAN-TOU,23.843,121.225,33.0,6.4,,2.0,1.0,,,36.0,1.0,,1.0,,,,,2.0,1.0,,,36.0,1.0,,1.0,,,,,,  NAN-TOU,29867.0978,0.1306,626.79297
2000,6,17,15.0,40.0,41.7,,,ICELAND,"ICELAND:  VESTMANNAEYJAR, HELLA",63.966,-20.487,10.0,6.5,,,,,,1.0,1.0,20.0,3.0,11.0,1.0,11.0,1.0,,,,,1.0,1.0,20.0,3.0,11.0,1.0,19.0,1.0,1.0, HELLA,41900.1627,0.2197,2.7915204
2000,6,21,0.0,51.0,46.8,,,ICELAND,"ICELAND:  GRIMSNES, SELFOSS, EYRARBAKKI, STOKKSEYRI",63.98,-20.758,10.0,6.5,,,,,,,,12.0,3.0,12.0,1.0,12.0,1.0,,,,,,,12.0,3.0,12.0,1.0,,,, STOKKSEYRI,41900.1627,0.2197,2.7915204
2000,6,18,14.0,44.0,13.3,2341.0,,AUSTRALIA,"AUSTRALIA:  S, COCOS ISLANDS",-13.802,97.453,10.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,, COCOS ISLANDS,36942.8974,0.1796,2.4724286
2000,7,6,19.0,30.0,20.3,,,NICARAGUA,NICARAGUA:  MASAYA,11.884,-85.988,33.0,5.4,,7.0,1.0,,,42.0,1.0,,3.0,357.0,3.0,1130.0,4.0,7.0,1.0,,,42.0,1.0,,3.0,357.0,3.0,1130.0,4.0,4.0,  MASAYA,6037.2429,0.085,42.572903
2000,7,16,3.0,21.0,45.5,,,PHILIPPINES,"PHILIPPINES:  BASCO, MOUNT IRADA, BATAN ISLANDS",20.253,122.043,33.0,6.4,,,,,,6.0,1.0,,2.0,,,,3.0,,,,,6.0,1.0,,2.0,,,,3.0,3.0, BATAN ISLANDS,6366.5475,0.1174,261.45563
2000,10,2,2.0,25.0,31.3,,,TANZANIA,"TANZANIA:  NKANSI, RUKWA",-7.977,30.709,34.0,6.5,,,,,,6.0,1.0,,1.0,7.0,1.0,150.0,3.0,,,,,6.0,1.0,,1.0,7.0,1.0,150.0,3.0,3.0, RUKWA,2057.8272,0.1465,38.906868
2000,11,16,4.0,54.0,55.9,2352.0,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK",-4.001,152.327,17.0,8.0,,2.0,1.0,,,,,,2.0,,3.0,,,2.0,1.0,,,,,,2.0,,3.0,,,, DUKE OF YORK,4513.9787,0.1149,12.163362
2000,11,16,7.0,42.0,16.9,,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN",-5.233,153.102,30.0,7.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, NEW BRITAIN,4513.9787,0.1149,12.163362
2000,11,17,21.0,1.0,56.4,,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-5.496,151.781,33.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,  NEW BRITAIN,4513.9787,0.1149,12.163362
2000,11,25,18.0,9.0,11.4,,,AZERBAIJAN,AZERBAIJAN:  BAKU,40.245,49.946,50.0,6.8,,31.0,1.0,,,430.0,3.0,,1.0,,,,,31.0,1.0,,,430.0,3.0,,1.0,,,,,,  BAKU,4401.8681,0.1539,99.09669
2000,12,6,17.0,11.0,6.4,,,TURKMENISTAN,TURKMENISTAN:  NEBITDAG-TURKMENBASHI,39.566,54.799,30.0,7.0,,11.0,1.0,,,,2.0,,1.0,,,,,11.0,1.0,,,,2.0,,1.0,,,,,,  NEBITDAG-TURKMENBASHI,6523.8779,0.13,9.723012
2001,1,1,6.0,57.0,4.1,,,PHILIPPINES,PHILIPPINES:  MINDANAO,6.898,126.579,33.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,  MINDANAO,6352.8837,0.117,267.0493
2001,1,26,3.0,16.0,42.8,,,INDIA,"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.388,70.326,17.0,7.6,10.0,20005.0,4.0,,,166836.0,4.0,2623.0,4.0,339000.0,4.0,339000.0,4.0,20005.0,4.0,,,166836.0,4.0,2623.0,4.0,339000.0,4.0,,,, RAJOKOT; PAKISTAN,3449.1315,0.1814,362.9001
2001,2,13,14.0,22.0,5.8,,,EL SALVADOR,EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,13.671,-88.938,10.0,6.6,6.0,315.0,3.0,,,3399.0,4.0,348.5,4.0,41302.0,4.0,15706.0,4.0,315.0,3.0,,,3399.0,4.0,348.5,4.0,41302.0,4.0,15706.0,4.0,4.0, SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,9270.9013,0.071,289.00107
2001,5,8,18.0,2.0,16.9,,,EL SALVADOR,EL SALVADOR:  CONCHAGUA,13.605,-88.795,10.0,5.7,,1.0,1.0,,,,,,2.0,84.0,2.0,70.0,2.0,1.0,1.0,,,,,,2.0,84.0,2.0,70.0,2.0,2.0,  CONCHAGUA,9270.9013,0.071,289.00107
2001,2,23,0.0,9.0,23.6,,,CHINA,"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",29.513,101.129,33.0,5.6,,3.0,1.0,,,109.0,3.0,,3.0,60000.0,4.0,60000.0,4.0,3.0,1.0,,,109.0,3.0,,3.0,60000.0,4.0,,,, YAJIANG,5089.5601,0.1681,135.56787
2001,5,23,21.0,10.0,43.9,,,CHINA,CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN,27.689,101.003,33.0,5.5,,2.0,1.0,,,605.0,3.0,36.0,4.0,,,,,2.0,1.0,,,605.0,3.0,36.0,4.0,,,,,,  YANYUAN,5089.5601,0.1681,135.56787
2001,7,14,18.0,36.0,8.3,,,CHINA,CHINA:  YUNNAN PROVINCE:  JIANGCHUAN,24.455,102.66,33.0,4.3,,,,,,2.0,1.0,,1.0,150.0,3.0,150.0,3.0,,,,,2.0,1.0,,1.0,150.0,3.0,,,,  JIANGCHUAN,5089.5601,0.1681,135.56787
2001,10,27,5.0,35.0,39.7,,,CHINA,CHINA:  YUNNAN PROVINCE:  YONGSHENG,26.316,100.648,10.0,5.6,,1.0,1.0,,,220.0,3.0,,2.0,3400.0,4.0,3400.0,4.0,1.0,1.0,,,220.0,3.0,,2.0,3400.0,4.0,,,,  YONGSHENG,5089.5601,0.1681,135.56787
2001,11,14,9.0,26.0,10.0,,,CHINA,CHINA:  QINGHAI PROVINCE:  XIDATAN,35.946,90.541,10.0,7.8,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,1.0,,2.0,,,,  XIDATAN,5089.5601,0.1681,135.56787
2001,3,24,6.0,27.0,53.5,,,JAPAN,"JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,50.0,6.8,9.0,2.0,1.0,,,161.0,3.0,500.0,4.0,,,3700.0,4.0,2.0,1.0,,,161.0,3.0,500.0,4.0,,,3700.0,4.0,4.0, KAGAMA,27626.2481,0.1646,348.60284
2001,6,1,14.0,0.0,43.6,,,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  PARVAN,35.169,69.389,62.0,5.0,,4.0,1.0,,,20.0,1.0,,1.0,,2.0,,2.0,4.0,1.0,,,20.0,1.0,,,,2.0,,,,  PARVAN,1640.3868,0.1717,30.186644
2001,6,23,20.0,33.0,14.1,2373.0,,PERU,"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,33.0,8.4,8.0,77.0,2.0,68.0,2.0,2713.0,4.0,,4.0,22399.0,4.0,,,103.0,3.0,138.0,3.0,2713.0,4.0,200.0,4.0,25399.0,4.0,,,, AYACUCHO,8352.449,0.0579,21.1054
2001,7,5,13.0,53.0,48.3,,,PERU,"PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA",-16.086,-73.987,62.0,6.6,,,,,,,,,2.0,300.0,3.0,,,,,,,,,,2.0,300.0,3.0,,,, PARINACOTA,8352.449,0.0579,21.1054
2001,7,7,9.0,38.0,43.5,,,PERU,"PERU:  AREQUIPA, ARICA",-17.543,-72.077,33.0,7.6,,1.0,1.0,,,30.0,1.0,,2.0,200.0,3.0,,,1.0,1.0,,,30.0,1.0,,2.0,200.0,3.0,,,, ARICA,8352.449,0.0579,21.1054
2001,8,9,2.0,6.0,59.9,,,PERU,PERU:  ANTABAMA,-14.258,-72.683,33.0,5.8,,4.0,1.0,,,15.0,1.0,,2.0,,3.0,,,4.0,1.0,,,15.0,1.0,,2.0,,3.0,,,,  ANTABAMA,8352.449,0.0579,21.1054
2001,6,25,13.0,28.0,46.5,,,TURKEY,TURKEY:  OSMANIYE,37.238,36.206,5.0,5.5,,,,,,130.0,3.0,,1.0,,,,,,,,,130.0,3.0,,1.0,,,66.0,2.0,2.0,  OSMANIYE,15806.8603,0.1235,84.549736
2001,7,26,0.0,21.0,36.9,,,GREECE,GREECE:  SKYROS,39.059,24.244,10.0,6.5,,,,,,,,,1.0,,,100.0,2.0,,,,,,,,1.0,,,100.0,2.0,2.0,  SKYROS,29758.1988,0.1687,85.89745
2001,10,12,5.0,2.0,34.0,5609.0,,CANADA,CANADA:  QUEEN CHARLOTTE ISLANDS,52.63,-132.2,20.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,  QUEEN CHARLOTTE ISLANDS,37690.2068,0.1737,3.5275714
2001,10,19,3.0,28.0,44.4,,,INDONESIA,INDONESIA:  BANDA SEA,-4.102,123.907,33.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,  BANDA SEA,5532.0786,0.1752,114.71919
2001,12,18,4.0,2.0,58.2,2404.0,,TAIWAN,TAIWAN,23.954,122.734,14.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,TAIWAN,28678.9101,0.1176,630.70105
2001,12,19,7.0,54.0,7.9,,,BANGLADESH,BANGLADESH:  DHAKA,23.632,90.376,10.0,4.5,6.0,,,,,100.0,2.0,,1.0,,,,2.0,,,,,100.0,2.0,,1.0,,,,2.0,2.0,  DHAKA,3290.3125,0.1582,1011.52716
2002,1,9,6.0,45.0,57.5,,,TAJIKISTAN,TAJIKISTAN:  ROGHUN,38.673,69.902,33.0,5.3,,3.0,1.0,,,50.0,1.0,,2.0,,,209.0,3.0,3.0,1.0,,,50.0,1.0,,2.0,,,209.0,3.0,3.0,  ROGHUN,2136.5237,0.1617,47.134216
2002,2,3,20.0,59.0,27.6,,,TAJIKISTAN,TAJIKISTAN:  ROGHUN,38.773,69.924,44.0,4.9,,,,,,,2.0,,1.0,,,,2.0,,,,,,2.0,,1.0,,,,2.0,2.0,  ROGHUN,2136.5237,0.1617,47.134216
2002,1,10,11.0,14.0,56.9,,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  AITAPE,-3.212,142.427,11.0,6.7,,1.0,1.0,,,,,,2.0,200.0,3.0,,,1.0,1.0,,,,,,2.0,200.0,3.0,,,,  AITAPE,4110.1768,0.1178,13.011969
2002,9,8,18.0,44.0,25.5,2398.0,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK",-3.26,142.94,13.0,7.6,,4.0,1.0,,,70.0,2.0,,3.0,,1.0,873.0,3.0,4.0,1.0,,,70.0,2.0,,3.0,,1.0,873.0,3.0,3.0, WEWAK,4110.1768,0.1178,13.011969
2002,1,14,15.0,36.0,26.4,,,CHILE,"CHILE: NORTHERN: CUYA, HUARA, IQUIQUE, POZO ALMONTE",-19.384,-69.231,33.0,5.6,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0, POZO ALMONTE,17616.8122,0.0792,21.107092
2002,4,1,19.0,59.0,32.4,,,CHILE,"CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE",-29.67,-71.384,71.0,6.4,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, OVALLE,17616.8122,0.0792,21.107092
2002,4,18,16.0,8.0,36.7,,,CHILE,"CHILE:  COPIAPO, TALTAL",-27.535,-70.586,62.0,6.6,,,,,,19.0,1.0,,2.0,34.0,1.0,575.0,3.0,,,,,19.0,1.0,,2.0,34.0,1.0,575.0,3.0,3.0, TALTAL,17616.8122,0.0792,21.107092
2002,1,17,20.0,1.0,29.2,,,RWANDA,RWANDA:  GISENYI,-1.684,29.077,15.0,4.7,,,1.0,,,,,,2.0,307.0,,,,1001.0,2.0,,,400.0,3.0,,3.0,307.0,3.0,,,,  GISENYI,1804.1358,0.0968,339.3721
2002,1,30,8.0,42.0,3.4,,,MEXICO,"MEXICO:  VERACRUZ:  SAN ANDRES TUXTLA, TUXTEPEC",18.194,-95.908,109.0,5.9,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0, TUXTEPEC,19994.2725,0.0624,51.913414
2002,2,22,19.0,32.0,41.7,,,MEXICO,"MEXICO:  MEXICALI, BAJA CALIFORNIA",32.319,-115.322,7.0,5.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, BAJA CALIFORNIA,19994.2725,0.0624,51.913414
2002,9,25,18.0,14.0,48.5,,,MEXICO,MEXICO:  ACAPULCO,16.87,-100.113,6.0,5.3,,,,,,2.0,1.0,,1.0,,,,2.0,,,,,2.0,1.0,,1.0,,,,2.0,2.0,  ACAPULCO,19994.2725,0.0624,51.913414
2002,2,3,7.0,11.0,28.4,,,TURKEY,TURKEY:  AFYON,38.573,31.271,5.0,6.5,,44.0,1.0,,,318.0,3.0,,2.0,,,,,44.0,1.0,,,318.0,3.0,,2.0,,,622.0,3.0,3.0,  AFYON,16879.6717,0.1237,85.74076
2002,2,17,13.0,3.0,52.7,,,IRAN,IRAN:  BAGHAN,28.093,51.755,33.0,5.4,,1.0,1.0,,,30.0,1.0,,2.0,,,,,1.0,1.0,,,30.0,1.0,,2.0,,,,3.0,3.0,  BAGHAN,14097.9575,0.1231,41.495914
2002,4,24,19.0,48.0,7.1,,,IRAN,IRAN:  WESTERN:  KERMANSHAH,34.642,47.4,33.0,5.4,,2.0,1.0,,,56.0,2.0,,4.0,,4.0,,4.0,2.0,1.0,,,56.0,2.0,,4.0,,4.0,,,,  KERMANSHAH,14097.9575,0.1231,41.495914
2002,6,22,2.0,58.0,21.3,,,IRAN,IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU,35.626,49.047,10.0,6.5,8.0,261.0,3.0,,,1300.0,4.0,300.0,4.0,,4.0,,4.0,261.0,3.0,,,1300.0,4.0,300.0,4.0,,4.0,,4.0,4.0,  AB GARM-ABHAR-AVAJ-SHIRIN SU,14097.9575,0.1231,41.495914
2002,9,2,1.0,0.0,3.2,,,IRAN,"IRAN: KAK, RAZAN, SIZAN",35.701,48.838,10.0,5.2,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0, SIZAN,14097.9575,0.1231,41.495914
2002,9,25,22.0,28.0,11.9,,,IRAN,IRAN:  MASJED-E SOLEYMAN,31.995,49.329,10.0,5.6,,,,,,5.0,1.0,,2.0,,,,,,,,,5.0,1.0,,2.0,,,,3.0,3.0,  MASJED-E SOLEYMAN,14097.9575,0.1231,41.495914
2002,12,24,17.0,3.0,2.9,,,IRAN,IRAN:  KERMANSHAH,34.594,47.454,33.0,5.2,,,,,,15.0,1.0,,3.0,3000.0,4.0,3000.0,4.0,,,,,15.0,1.0,,3.0,3000.0,4.0,,,,  KERMANSHAH,14097.9575,0.1231,41.495914
2002,3,3,12.0,8.0,19.7,,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ",36.502,70.482,226.0,7.4,,166.0,3.0,,,,2.0,,3.0,300.0,3.0,300.0,3.0,166.0,3.0,,,,2.0,,3.0,300.0,3.0,400.0,3.0,3.0, RUSTAQ,2096.7658,0.1717,32.197628
2002,3,25,14.0,56.0,33.8,,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",36.062,69.315,8.0,6.1,,1000.0,3.0,,,200.0,3.0,,4.0,1500.0,4.0,1500.0,4.0,1000.0,3.0,,,200.0,3.0,,4.0,1500.0,4.0,,,, NAHRIN,2096.7658,0.1717,32.197628
2002,12,25,19.0,13.0,42.7,,,AFGHANISTAN,AFGHANISTAN:  JALALABAD,35.704,69.868,91.0,5.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,  JALALABAD,2096.7658,0.1717,32.197628
2002,3,5,21.0,16.0,9.1,2394.0,,PHILIPPINES,PHILIPPINES:  MINDANAO,6.033,124.249,31.0,7.5,,15.0,1.0,,,100.0,2.0,1.714,2.0,,,800.0,3.0,15.0,1.0,,,100.0,2.0,1.714,2.0,,,800.0,3.0,3.0,  MINDANAO,6385.3541,0.1197,272.61487
2002,3,26,3.0,45.0,48.7,2395.0,,JAPAN,JAPAN:  RYUKYU ISLANDS,23.346,124.09,33.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,  RYUKYU ISLANDS,27519.4552,0.16,349.25034
2002,3,31,6.0,52.0,50.4,2396.0,,TAIWAN,TAIWAN:  TAIPEI,24.279,122.179,33.0,7.1,,5.0,1.0,,,200.0,3.0,,2.0,100.0,2.0,,,5.0,1.0,,,200.0,3.0,,2.0,100.0,2.0,,,,  TAIPEI,29794.191,0.117,634.55585
2002,4,25,17.0,41.0,21.5,,,GEORGIA,GEORGIA:  TBILISI,41.765,44.96,10.0,4.3,,5.0,1.0,,,52.0,2.0,,3.0,,,2400.0,4.0,5.0,1.0,,,52.0,2.0,,3.0,,,2400.0,4.0,4.0,  TBILISI,5497.2547,0.146,58.44189
2002,5,18,15.0,15.0,8.8,,,TANZANIA,TANZANIA:  BUNDA,-2.907,33.733,10.0,5.5,,2.0,1.0,,,,,,2.0,690.0,3.0,700.0,3.0,2.0,1.0,,,,,,2.0,690.0,3.0,700.0,3.0,3.0,  BUNDA,2219.6534,0.1427,41.040333
2002,5,28,4.0,4.0,22.5,,,ARGENTINA,"ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS",-28.937,-66.797,22.0,6.0,,,,,,27.0,1.0,,2.0,40.0,1.0,40.0,1.0,,,,,27.0,1.0,,2.0,40.0,1.0,,3.0,3.0, CHUQUIS,11906.4079,0.0773,13.843375
2002,6,20,5.0,40.0,43.3,,,BANGLADESH,"BANGLADESH:  RANGPUR, THAKURGAON, ALMANAGAR",25.842,88.932,40.0,4.5,,,,,,55.0,2.0,,1.0,,,,2.0,,,,,55.0,2.0,,1.0,,,,2.0,2.0, ALMANAGAR,3338.3019,0.156,1030.4972
2002,7,22,5.0,45.0,3.0,,,GERMANY,"GERMANY:  AACHEN, COLOGNE, SPANGDAHLEM",50.889,6.103,17.0,4.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, SPANGDAHLEM,36208.1549,0.1882,233.10176
2002,7,31,0.0,16.0,44.6,,,PANAMA,"PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL",7.929,-82.793,10.0,6.5,7.0,,,,,11.0,1.0,,2.0,,2.0,,3.0,,,,,11.0,1.0,,2.0,,2.0,,3.0,3.0,  LAUREL,17894.3859,0.0815,42.073242
2002,8,8,11.0,42.0,5.0,,,CHINA,CHINA:  SICHUAN PROVINCE:  RULONG,30.916,99.927,33.0,5.3,,,,,,,,,1.0,8.0,1.0,8.0,1.0,,,,,,,,1.0,8.0,1.0,,,,  RULONG,5590.9217,0.1557,136.43987
2002,12,14,13.0,27.0,29.1,,,CHINA,CHINA:  GANSU PROVINCE:  YUMNE,39.736,97.443,22.0,5.5,,2.0,1.0,,,,,,3.0,13380.0,4.0,,,2.0,1.0,,,,,,3.0,13380.0,4.0,,,,  YUMNE,5590.9217,0.1557,136.43987
2002,12,25,12.0,57.0,3.2,,,CHINA,CHINA:  XINJIANG:  WUQIA,39.57,75.254,10.0,5.7,,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,2.0,,,,  WUQIA,5590.9217,0.1557,136.43987
2002,8,15,5.0,30.0,26.2,,,INDONESIA,INDONESIA:   SULAWESI:  TOJO,-1.196,121.333,10.0,6.2,,48.0,1.0,,,,,,2.0,,,200.0,3.0,48.0,1.0,,,,,,2.0,,,200.0,3.0,3.0,  TOJO,5394.0288,0.1735,116.30575
2002,9,20,15.0,43.0,35.4,,,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI,-1.68,134.234,10.0,6.4,,,,,,,,,1.0,,,31.0,1.0,,,,,,,,1.0,,,31.0,1.0,1.0,  RANSIKI,5394.0288,0.1735,116.30575
2002,10,10,10.0,50.0,20.5,2400.0,,INDONESIA,"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,10.0,7.6,,8.0,1.0,,,632.0,3.0,,3.0,1000.0,3.0,900.0,3.0,8.0,1.0,,,632.0,3.0,,3.0,1000.0,3.0,900.0,3.0,3.0, RANSIKI,5394.0288,0.1735,116.30575
