Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Total Houses Damaged Description.1,Region,Average Income,p0p50_share,Population density national
2015,7,18,2.0,27.0,33.8,5588.0,,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.401,165.141,11.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,SOLOMON ISLANDS,3632.9711,,21.88889
2015,11,18,18.0,31.0,4.6,5722.0,,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.899,158.422,13.0,6.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,SOLOMON ISLANDS,3632.9711,,21.88889
2015,7,27,21.0,41.0,21.7,,,INDONESIA,INDONESIA:  PAPUA,-2.629,138.528,48.0,7.0,7.0,1.0,1.0,,,,,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,6.0,1.0,1.0,  PAPUA,10907.9903,0.1475,136.90059
2015,9,24,15.0,53.0,27.7,,,INDONESIA,INDONESIA:  SORONG,-0.621,131.262,18.0,6.6,6.0,,,,,62.0,2.0,,2.0,,,260.0,3.0,,,,,62.0,2.0,,2.0,,,260.0,3.0,3.0,  SORONG,10907.9903,0.1475,136.90059
2015,11,4,3.0,44.0,15.2,,,INDONESIA,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,20.0,6.5,5.0,,,,,3.0,1.0,9.0,3.0,,,1468.0,4.0,,,,,3.0,1.0,9.0,3.0,,,1468.0,4.0,4.0,  ALOR,10907.9903,0.1475,136.90059
2015,8,7,1.0,25.0,2.5,,,RWANDA,RWANDA:  BUKAVU,-2.141,28.897,11.0,5.8,5.0,3.0,1.0,,,30.0,1.0,,,,,,,3.0,1.0,,,30.0,1.0,,,,,,,,  BUKAVU,2858.7527,0.1167,471.94824
2015,8,9,7.0,5.0,58.4,,,EL SALVADOR,EL SALVADOR:  ALEGRIA,13.668,-88.478,10.0,4.5,4.0,,,,,4.0,1.0,,2.0,,,92.0,2.0,,,,,4.0,1.0,,2.0,,,92.0,2.0,2.0,  ALEGRIA,10005.3678,0.0891,300.72742
2015,9,16,22.0,54.0,32.9,5590.0,,CHILE,CHILE:  CENTRAL,-31.573,-71.674,22.0,8.3,9.0,7.0,1.0,1.0,1.0,14.0,1.0,600.0,4.0,2305.0,4.0,10044.0,4.0,15.0,1.0,1.0,1.0,14.0,1.0,600.0,4.0,2305.0,4.0,10044.0,4.0,4.0,  CENTRAL,24368.4641,0.0761,24.0341
2015,11,11,1.0,54.0,38.6,5592.0,,CHILE,CHILE:  LA SERENA,-29.507,-72.007,12.0,6.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,  LA SERENA,24368.4641,0.0761,24.0341
2015,10,17,11.0,33.0,9.0,,,ARGENTINA,ARGENTINA:  GALPON,-25.467,-64.484,17.0,5.8,7.0,2.0,1.0,,,30.0,1.0,,1.0,15.0,1.0,,,2.0,1.0,,,30.0,1.0,,1.0,15.0,1.0,,,,  GALPON,21903.7499,0.1412,15.806346
2015,10,26,9.0,9.0,42.6,,,AFGHANISTAN,AFGHANISTAN: HINDU KUSH,36.524,70.368,231.0,7.5,7.0,399.0,3.0,,,1770.0,4.0,109.0,4.0,29230.0,4.0,79893.0,4.0,399.0,3.0,,,1770.0,4.0,109.0,4.0,29230.0,4.0,79893.0,4.0,4.0, HINDU KUSH,3690.4339,0.1848,51.750916
2015,11,7,6.0,58.0,30.3,,,VENEZUELA,VENEZUELA:  MERIDA,8.467,-71.396,15.0,5.3,5.0,1.0,1.0,,,,,,1.0,33.0,1.0,83.0,2.0,1.0,1.0,,,,,,1.0,33.0,1.0,83.0,2.0,2.0,  MERIDA,37665.0114,0.1032,34.612236
2015,11,22,20.0,38.0,31.4,,,VENEZUELA,VENEZUELA:  MERIDA,8.522,-71.387,10.0,5.1,4.0,1.0,1.0,,,3.0,1.0,,1.0,,,6.0,1.0,1.0,1.0,,,3.0,1.0,,1.0,,,6.0,1.0,1.0,  MERIDA,37665.0114,0.1032,34.612236
2015,11,17,7.0,10.0,7.3,5594.0,,GREECE,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,11.0,6.5,7.0,2.0,1.0,,,8.0,1.0,,2.0,1.0,1.0,,2.0,2.0,1.0,,,8.0,1.0,,2.0,1.0,1.0,,2.0,2.0, ITHACA,24052.0718,0.1857,83.837425
2015,11,17,17.0,29.0,36.3,,,KYRGYZSTAN,KYRGYZSTAN: OSH,40.376,73.204,18.0,5.6,5.0,,,,,,,12.0,3.0,222.0,3.0,2237.0,4.0,,,,,,,12.0,3.0,222.0,3.0,2237.0,4.0,4.0, OSH,5269.5149,0.1909,30.839338
2015,12,7,7.0,50.0,6.0,,,TAJIKISTAN,TAJIKISTAN,38.211,72.78,22.0,7.2,4.0,2.0,1.0,,,,3.0,5.0,2.0,500.0,3.0,793.0,3.0,2.0,1.0,,,,3.0,5.0,2.0,500.0,3.0,793.0,3.0,3.0,TAJIKISTAN,4829.5802,0.167,61.417004
2015,12,17,19.0,49.0,53.1,,,MEXICO,MEXICO:  COCOTITLAN,15.802,-93.633,85.0,6.6,8.0,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,  COCOTITLAN,20081.1882,0.0588,61.80709
2016,1,3,23.0,5.0,22.3,,,INDIA,INDIA:  IMPAHL,24.804,93.651,55.0,6.7,8.0,13.0,1.0,,,100.0,2.0,75.0,4.0,,,,2.0,13.0,1.0,,,100.0,2.0,75.0,4.0,,,,2.0,2.0,  IMPAHL,6970.5661,0.1313,450.2357
2016,4,13,13.0,55.0,17.8,,,INDIA,INDIA: ASSAM; BANGLADESH,23.094,94.865,136.0,6.9,6.0,2.0,1.0,,,170.0,3.0,,2.0,,,4.0,1.0,2.0,1.0,,,170.0,3.0,,2.0,,,4.0,1.0,1.0, ASSAM; BANGLADESH,6970.5661,0.1313,450.2357
2016,1,16,23.0,22.0,29.0,,,INDONESIA,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,4.0,5.6,3.0,1.0,1.0,,,22.0,1.0,,1.0,,,230.0,3.0,1.0,1.0,,,22.0,1.0,,1.0,,,230.0,3.0,3.0, AMBALAU ISLAND,11588.9065,0.1514,138.35799
2016,3,2,12.0,49.0,48.1,5598.0,,INDONESIA,INDONESIA: SUMATRA:,-4.952,94.33,24.0,7.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11588.9065,0.1514,138.35799
2016,6,1,22.0,56.0,0.8,,,INDONESIA,INDONESIA:  SUMATRA:  PESISIR SELATAN,-2.097,100.665,50.0,6.6,5.0,1.0,1.0,,,30.0,1.0,,2.0,,,2663.0,4.0,1.0,1.0,,,30.0,1.0,,2.0,,,2663.0,4.0,4.0,  PESISIR SELATAN,11588.9065,0.1514,138.35799
2016,6,7,19.0,15.0,15.3,,,INDONESIA,INDONESIA:  MALUKU:  TERNATE ISLAND,1.279,126.371,31.0,6.3,4.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,  TERNATE ISLAND,11588.9065,0.1514,138.35799
2016,7,31,23.0,40.0,1.9,,,INDONESIA,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.194,117.814,21.0,5.6,6.0,,,,,4.0,1.0,,2.0,,,700.0,3.0,,,,,4.0,1.0,,2.0,,,700.0,3.0,3.0,  WEST NUSA TENGGARA,11588.9065,0.1514,138.35799
2016,12,6,22.0,3.0,33.4,,,INDONESIA,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.283,96.168,13.0,6.5,8.0,104.0,3.0,,,857.0,3.0,100.0,4.0,245.0,3.0,18752.0,4.0,104.0,3.0,,,857.0,3.0,100.0,4.0,245.0,3.0,18752.0,4.0,4.0,  PIDIE JAYA,11588.9065,0.1514,138.35799
2016,1,25,4.0,22.0,2.7,5792.0,,MOROCCO,MOROCCO:  MELILLA,35.649,-3.682,12.0,6.3,6.0,1.0,1.0,,,26.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,26.0,1.0,,1.0,,1.0,,1.0,1.0,  MELILLA,9202.8705,0.1356,78.66294
2016,2,5,19.0,57.0,27.4,,,TAIWAN,TAIWAN:  TAINAN,22.938,120.601,23.0,6.4,8.0,117.0,3.0,,,525.0,3.0,700.0,4.0,,1.0,,1.0,117.0,3.0,,,525.0,3.0,700.0,4.0,,1.0,,1.0,1.0,  TAINAN,43001.1304,0.1092,666.3224
2016,4,10,10.0,28.0,58.7,,,AFGHANISTAN,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,212.0,6.6,6.0,6.0,1.0,,,5.0,1.0,,1.0,,,20.0,1.0,6.0,1.0,,,5.0,1.0,,1.0,,,20.0,1.0,1.0,  KHYBER PAKHTUNKHWA,3645.9459,0.1816,53.10429
2016,4,15,16.0,25.0,6.2,,,JAPAN,"JAPAN:  KUMAMOTO, OITA",32.791,130.754,10.0,7.0,9.0,273.0,3.0,,,2809.0,4.0,20000.0,4.0,43386.0,4.0,163500.0,4.0,273.0,3.0,,,2809.0,4.0,20000.0,4.0,43386.0,4.0,163500.0,4.0,4.0, OITA,31630.9919,0.1678,348.40564
2016,8,20,9.0,1.0,26.2,5741.0,,JAPAN,JAPAN:  OFF EAST COAST HONSHU,40.394,143.68,10.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,  OFF EAST COAST HONSHU,31630.9919,0.1678,348.40564
2016,10,21,5.0,7.0,23.0,,,JAPAN,JAPAN:  KURAYOSHI,35.374,133.809,6.0,6.2,7.0,,,,,7.0,1.0,100.0,4.0,2.0,1.0,160.0,3.0,,,,,7.0,1.0,100.0,4.0,2.0,1.0,160.0,3.0,3.0,  KURAYOSHI,31630.9919,0.1678,348.40564
2016,11,21,20.0,59.0,49.3,5618.0,,JAPAN,JAPAN: NEAR E COAST HONSHU,37.393,141.387,9.0,6.9,8.0,,,,,15.0,1.0,,1.0,,,,,,,,,15.0,1.0,,1.0,,,,,, NEAR E COAST HONSHU,31630.9919,0.1678,348.40564
2016,4,16,23.0,58.0,37.0,5599.0,,ECUADOR,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.382,-79.922,21.0,7.8,9.0,663.0,3.0,9.0,1.0,6274.0,4.0,3300.0,4.0,6998.0,4.0,29672.0,4.0,663.0,3.0,9.0,1.0,6274.0,4.0,3300.0,4.0,6998.0,4.0,29672.0,4.0,4.0, ESMERALDAS,12874.4125,0.1358,66.19257
2016,5,18,16.0,46.0,0.5,,,ECUADOR,ECUADOR:  MANABI PROVINCE,0.495,-79.616,30.0,6.9,8.0,1.0,1.0,,,162.0,3.0,,1.0,,1.0,32.0,1.0,1.0,1.0,,,162.0,3.0,,1.0,,1.0,32.0,1.0,1.0,  MANABI PROVINCE,12874.4125,0.1358,66.19257
2016,12,19,7.0,11.0,39.6,,,ECUADOR,ECUADOR:  ESMERALDAS,0.875,-79.708,10.0,5.4,6.0,3.0,1.0,,,47.0,1.0,,2.0,10.0,1.0,70.0,2.0,3.0,1.0,,,47.0,1.0,,2.0,10.0,1.0,70.0,2.0,2.0,  ESMERALDAS,12874.4125,0.1358,66.19257
2016,5,11,1.0,15.0,47.2,,,CHINA,CHINA:  TIBET (XIZANG PROVINCE),32.022,95.027,8.0,5.2,,,,,,60.0,2.0,,1.0,,1.0,,,,,,,60.0,2.0,,1.0,,1.0,,,,  TIBET (XIZANG PROVINCE),14918.3248,0.1411,149.3245
2016,5,17,17.0,5.0,17.5,,,CHINA,CHINA: YUNNAN PROVINCE: SHIMEN,26.085,99.575,51.0,4.8,,2.0,1.0,,,,,60.0,4.0,,,,,2.0,1.0,,,,,60.0,4.0,,,,,, SHIMEN,14918.3248,0.1411,149.3245
2016,7,31,9.0,18.0,14.2,,,CHINA,CHINA:  GUANGXI PROVINCE,24.134,111.478,25.0,4.9,5.0,,,,,,,,2.0,,,200.0,3.0,,,,,,,,2.0,,,200.0,3.0,3.0,  GUANGXI PROVINCE,14918.3248,0.1411,149.3245
2016,11,25,14.0,24.0,30.7,,,CHINA,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.978,17.0,6.6,7.0,1.0,1.0,,,,,5.5,3.0,,2.0,,,1.0,1.0,,,,,5.5,3.0,,2.0,,,,  KASHGAR,14918.3248,0.1411,149.3245
2016,12,8,5.0,15.0,4.6,,,CHINA,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,18.0,6.0,7.0,1.0,1.0,,,,,135.0,4.0,,,,,1.0,1.0,,,,,135.0,4.0,,,,,,  URUMQI,14918.3248,0.1411,149.3245
2016,5,28,23.0,54.0,53.4,,,ALGERIA,ALGERIA:  MEDEA:  MIHOUB,36.431,3.517,11.0,5.4,5.0,,,,,28.0,1.0,,2.0,,3.0,,1.0,,,,,28.0,1.0,,2.0,,3.0,,1.0,1.0,  MIHOUB,13720.9903,0.1902,16.936909
2016,7,1,14.0,58.0,54.8,,,TAJIKISTAN,TAJIKISTAN:  RASHT,38.881,70.559,10.0,5.0,4.0,,,,,,,,1.0,31.0,1.0,,,,,,,,,,1.0,31.0,1.0,,,,  RASHT,5070.5409,0.1578,62.867107
2016,8,15,2.0,59.0,0.8,,,PERU,PERU:  AREQUIPA,-15.654,-72.009,20.0,5.5,7.0,9.0,1.0,,,68.0,2.0,,2.0,605.0,3.0,671.0,3.0,9.0,1.0,,,68.0,2.0,,2.0,605.0,3.0,671.0,3.0,3.0,  AREQUIPA,13614.5383,0.0879,24.322481
2016,12,1,22.0,40.0,26.6,,,PERU,"PERU:  PUNO, LAMPA",-15.312,-70.827,12.0,6.2,7.0,1.0,1.0,,,17.0,1.0,,1.0,8.0,1.0,40.0,1.0,1.0,1.0,,,17.0,1.0,,1.0,8.0,1.0,40.0,1.0,1.0, LAMPA,13614.5383,0.0879,24.322481
2016,8,24,1.0,36.0,32.9,,,ITALY,"ITALY:  ACCUMOLI, ARQUATA, AMATRICE",42.723,13.188,4.0,6.2,9.0,299.0,3.0,15.0,1.0,368.0,3.0,5000.0,4.0,,3.0,,2.0,299.0,3.0,15.0,1.0,368.0,3.0,5000.0,4.0,,3.0,,2.0,2.0, AMATRICE,31910.9363,0.1666,203.29784
2016,10,26,19.0,18.0,8.4,,,ITALY,"ITALY:  VISSO, USSITA",42.956,13.067,10.0,6.1,9.0,1.0,1.0,,,,1.0,,4.0,,,1001.0,4.0,1.0,1.0,,,,1.0,,4.0,,,1001.0,4.0,4.0, USSITA,31910.9363,0.1666,203.29784
2016,10,30,6.0,40.0,18.7,,,ITALY,ITALY: NORCIA,42.862,13.096,8.0,6.6,9.0,2.0,1.0,,,20.0,1.0,200.0,4.0,,1.0,,4.0,2.0,1.0,,,20.0,1.0,200.0,4.0,,1.0,,4.0,4.0, NORCIA,31910.9363,0.1666,203.29784
2016,9,1,16.0,37.0,57.3,5606.0,,NEW ZEALAND,NEW ZEALAND:  GISBORNE,-37.359,179.146,19.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,  GISBORNE,42444.8638,0.198,17.728487
2016,11,13,11.0,2.0,56.3,5613.0,,NEW ZEALAND,NEW ZEALAND:  AMBERLEY,-42.737,173.054,15.0,7.8,9.0,2.0,1.0,,,,2.0,3900.0,4.0,,,,1.0,2.0,1.0,,,,2.0,3900.0,4.0,,1.0,,1.0,1.0,  AMBERLEY,42444.8638,0.198,17.728487
2016,9,10,12.0,27.0,33.4,,,TANZANIA,TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI,-1.036,31.618,40.0,5.9,5.0,23.0,1.0,,,252.0,3.0,458.0,4.0,1172.0,4.0,6281.0,4.0,23.0,1.0,,,252.0,3.0,458.0,4.0,1172.0,4.0,6281.0,4.0,4.0, RAKAI,3658.4098,0.1314,61.415447
2016,9,23,16.0,11.0,56.6,,,RWANDA,RWANDA:  RISUZI; CONGO:  UKAVU,-2.65,29.06,10.0,4.8,6.0,8.0,1.0,,,,1.0,,1.0,22.0,1.0,,,8.0,1.0,,,,1.0,,1.0,22.0,1.0,,,,  UKAVU,2870.0583,0.1184,483.61987
2016,9,28,16.0,48.0,55.6,,,NICARAGUA,NICARAGUA:  LEON,12.442,-86.515,8.0,5.5,4.0,1.0,1.0,,,5.0,1.0,,2.0,6.0,1.0,487.0,3.0,1.0,1.0,,,5.0,1.0,,2.0,6.0,1.0,487.0,3.0,3.0,  LEON,7310.7566,0.1034,53.093212
2016,11,24,18.0,43.0,47.7,5620.0,,NICARAGUA,NICARAGUA,11.91,-88.897,10.0,6.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,NICARAGUA,7310.7566,0.1034,53.093212
2016,10,1,8.0,4.0,34.3,,,PAKISTAN,"PAKISTAN:  MANSEHRA, NARAN",34.905,73.682,10.0,5.4,5.0,1.0,1.0,,,,2.0,,1.0,,2.0,,,1.0,1.0,,,,2.0,,1.0,,2.0,,,, NARAN,7303.4924,0.1701,276.98843
2016,11,27,23.0,35.0,21.0,,,NEPAL,"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,10.0,5.4,5.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,,, CHARIKHARKA,4850.2021,0.1671,194.35777
2016,11,29,20.0,9.0,39.4,,,POLAND,POLAND:  RUDNA,51.613,16.157,5.0,4.2,3.0,8.0,1.0,,,9.0,1.0,,1.0,,,,,8.0,1.0,,,9.0,1.0,,1.0,,,,,,  RUDNA,23630.6722,0.1996,125.88078
2016,12,1,0.0,25.0,21.4,,,COSTA RICA,"COSTA RICA:  PARAISO, TURRIALBA",9.949,-83.807,1.0,5.3,6.0,,,,,,,,2.0,,,60.0,2.0,,,,,,,,2.0,,,60.0,2.0,2.0, TURRIALBA,19809.752,0.0798,96.85086
2016,12,8,17.0,38.0,46.3,5630.0,,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.681,161.327,40.0,7.8,8.0,1.0,1.0,,,,,,1.0,191.0,3.0,126.0,3.0,1.0,1.0,,,,,,1.0,191.0,3.0,126.0,3.0,3.0,SOLOMON ISLANDS,3676.4896,,22.440514
2016,12,9,19.0,10.0,6.8,5632.0,,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.749,161.132,20.0,6.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,SOLOMON ISLANDS,3676.4896,,22.440514
2016,12,17,10.0,51.0,10.5,5636.0,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.522,95.0,7.9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,  NEW BRITAIN NEW IRELAND,5402.146,0.1292,19.651052
2016,12,25,14.0,22.0,27.0,5637.0,,CHILE,CHILE,-43.406,-73.941,38.0,7.6,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,CHILE,24270.6746,0.0776,24.321589
2017,1,3,9.0,9.0,2.1,,,INDIA,INDIA:  AMBASA;  BANGLADESH,24.015,92.018,32.0,5.7,6.0,3.0,1.0,,,,3.0,,3.0,1492.0,4.0,5200.0,4.0,3.0,1.0,,,,3.0,,3.0,1492.0,4.0,5200.0,4.0,4.0,  AMBASA;  BANGLADESH,7336.0532,0.1313,455.46893
2017,1,6,2.0,33.0,29.2,,,IRAN,IRAN:  KHONJ,28.2,53.107,10.0,5.0,,4.0,1.0,,,4.0,1.0,,1.0,,,,,4.0,1.0,,,4.0,1.0,,1.0,,,,,,  KHONJ,14189.6688,0.1384,52.083256
2017,4,5,6.0,9.0,12.2,,,IRAN,IRAN:  SEFID SANG,35.776,60.436,13.0,6.1,6.0,2.0,1.0,,,11.0,1.0,,1.0,,,,1.0,2.0,1.0,,,11.0,1.0,,1.0,,,,1.0,1.0,  SEFID SANG,14189.6688,0.1384,52.083256
2017,5,11,3.0,24.0,21.4,,,IRAN,IRAN:  ARDABIL,39.816,48.57,63.0,5.1,5.0,,,,,20.0,1.0,,2.0,,,85.0,2.0,,,,,20.0,1.0,,2.0,,,85.0,2.0,2.0,  ARDABIL,14189.6688,0.1384,52.083256
2017,5,13,18.0,0.0,59.5,,,IRAN,IRAN: KHORASAN,37.769,57.206,8.0,5.6,7.0,3.0,1.0,,,417.0,3.0,2.0,2.0,,1.0,,4.0,3.0,1.0,,,417.0,3.0,2.0,2.0,,1.0,,4.0,4.0, KHORASAN,14189.6688,0.1384,52.083256
2017,11,12,18.0,18.0,17.2,,,IRAN,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.911,45.959,19.0,7.3,8.0,630.0,3.0,,,12900.0,4.0,750.0,4.0,15500.0,4.0,14500.0,4.0,630.0,3.0,,,12900.0,4.0,750.0,4.0,15500.0,4.0,14500.0,4.0,4.0, KURDISTAN,14189.6688,0.1384,52.083256
2017,12,1,2.0,32.0,46.0,,,IRAN,IRAN:  KERMAN,30.746,57.307,9.0,6.1,5.0,,,,,51.0,2.0,,1.0,,2.0,,1.0,,,,,51.0,2.0,,1.0,,2.0,,1.0,1.0,  KERMAN,14189.6688,0.1384,52.083256
2017,12,20,19.0,57.0,38.1,,,IRAN,IRAN:  ALBORZ,35.649,50.962,10.0,4.9,6.0,2.0,1.0,,,117.0,3.0,,,,,,,2.0,1.0,,,117.0,3.0,,,,,,,,  ALBORZ,14189.6688,0.1384,52.083256
2017,12,26,21.0,24.0,32.6,,,IRAN,"IRAN: ALBORZ, TEHRAN",35.716,51.256,10.0,4.0,4.0,1.0,1.0,,,57.0,2.0,,,,,,,1.0,1.0,,,57.0,2.0,,,,,,,, TEHRAN,14189.6688,0.1384,52.083256
2017,1,11,22.0,6.0,58.7,,,MADAGASCAR,MADAGASCAR: ANTSIRABE,-20.16,46.647,7.0,5.5,6.0,2.0,1.0,,,,1.0,,1.0,,,,1.0,2.0,1.0,,,,1.0,,1.0,,,,1.0,1.0, ANTSIRABE,2314.5372,0.1248,44.9803
2017,1,18,10.0,14.0,11.0,,,ITALY,ITALY:  FARINDOLA,42.601,13.227,7.0,5.7,6.0,34.0,1.0,,,11.0,1.0,18.0,3.0,,1.0,,,34.0,1.0,,,11.0,1.0,18.0,3.0,,1.0,,,,  FARINDOLA,32562.0566,0.1653,202.9103
2017,8,21,18.0,57.0,51.1,,,ITALY,ITALY:  ISCHIA ISLAND,40.783,13.939,3.0,4.2,5.0,2.0,1.0,,,42.0,1.0,,2.0,,2.0,,2.0,2.0,1.0,,,42.0,1.0,,2.0,,2.0,,2.0,2.0,  ISCHIA ISLAND,32562.0566,0.1653,202.9103
2017,1,22,4.0,30.0,23.0,5642.0,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.246,155.172,135.0,7.9,9.0,3.0,1.0,,,,,,1.0,,3.0,,,3.0,1.0,,,,,,1.0,,3.0,,,,  BOUGAINVILLE ISLAND,5363.7568,0.1288,20.1272
2017,2,6,3.0,51.0,40.6,,,TURKEY,TURKEY:  CANAKKALE,39.599,26.065,10.0,5.3,4.0,,,,,5.0,1.0,,2.0,,,90.0,2.0,,,,,5.0,1.0,,2.0,,,90.0,2.0,2.0,  CANAKKALE,29168.5351,0.1381,106.661415
2017,5,28,11.0,4.0,59.4,,,TURKEY,"TURKEY: MANISA: SARUHANLI, GOLMARMARA",38.764,27.778,3.0,4.9,5.0,,,,,,,,2.0,,,35.0,1.0,,,,,,,,2.0,,,35.0,1.0,1.0, GOLMARMARA,29168.5351,0.1381,106.661415
2017,7,20,22.0,31.0,11.3,5655.0,,TURKEY,"TURKEY: BODRUM, DATCA; GREECE: KOS",36.929,27.414,7.0,6.6,7.0,2.0,1.0,,,500.0,3.0,,2.0,,1.0,,1.0,2.0,1.0,,,500.0,3.0,,2.0,,1.0,,1.0,1.0, KOS,29168.5351,0.1381,106.661415
2017,2,6,13.0,2.0,45.1,,,COLOMBIA,COLOMBIA:  HUILA,3.449,-74.672,38.0,5.5,6.0,,,,,,,,2.0,,,378.0,3.0,,,,,,,,2.0,,,378.0,3.0,3.0,  HUILA,14907.3111,0.0841,43.579693
2017,2,7,22.0,3.0,56.4,,,PAKISTAN,PAKISTAN:  PASNI,25.191,63.264,29.0,6.3,6.0,,,,,,,,1.0,20.0,1.0,,1.0,,,,,,,,1.0,20.0,1.0,,1.0,1.0,  PASNI,7576.2946,0.1715,280.69174
2017,2,10,14.0,3.0,43.9,,,PHILIPPINES,PHILIPPINES: SURIGAO DEL NORTE,9.907,125.452,15.0,6.5,8.0,8.0,1.0,,,202.0,3.0,40.0,4.0,215.0,3.0,3042.0,4.0,8.0,1.0,,,202.0,3.0,40.0,4.0,215.0,3.0,3042.0,4.0,4.0, SURIGAO DEL NORTE,10039.0228,0.1395,357.97867
2017,3,5,0.0,8.0,18.0,,,PHILIPPINES,PHILIPPINES: SURIGAO DEL NORTE,9.831,125.496,11.0,5.7,7.0,1.0,1.0,,,45.0,1.0,,1.0,13.0,1.0,,,1.0,1.0,,,45.0,1.0,,1.0,13.0,1.0,,,, SURIGAO DEL NORTE,10039.0228,0.1395,357.97867
2017,4,8,7.0,9.0,23.2,,,PHILIPPINES,"PHILIPPINES: BATANGAS, CALABARZON",13.77,120.935,14.0,5.9,7.0,,,,,6.0,1.0,2.0,2.0,506.0,3.0,2108.0,4.0,,,,,6.0,1.0,2.0,2.0,506.0,3.0,2108.0,4.0,4.0, CALABARZON,10039.0228,0.1395,357.97867
2017,4,28,20.0,23.0,17.3,5648.0,,PHILIPPINES,PHILIPPINES: SARANGANI,5.504,125.066,26.0,6.9,9.0,,,,,5.0,1.0,,1.0,1.0,1.0,,1.0,,,,,7.0,1.0,,1.0,1.0,1.0,,1.0,1.0, SARANGANI,10039.0228,0.1395,357.97867
2017,7,6,8.0,3.0,57.6,,,PHILIPPINES,PHILIPPINES: LEYTE,11.127,124.629,9.0,6.5,9.0,4.0,1.0,,,448.0,3.0,5.0,3.0,735.0,3.0,1029.0,4.0,4.0,1.0,,,448.0,3.0,5.0,3.0,735.0,3.0,1029.0,4.0,4.0, LEYTE,10039.0228,0.1395,357.97867
2017,8,22,22.0,26.0,14.6,,,PHILIPPINES,PHILIPPINES: LEYTE: ORMOC,10.954,124.707,17.0,5.0,5.0,2.0,1.0,,,,1.0,,2.0,,,56.0,2.0,2.0,1.0,,,,1.0,,2.0,,,56.0,2.0,2.0, ORMOC,10039.0228,0.1395,357.97867
2017,9,23,20.0,47.0,6.8,,,PHILIPPINES,PHILIPPINES: MINDANAO: LANAO DEL SUR PROVINCE,7.562,124.743,8.0,5.7,4.0,,,,,11.0,1.0,,2.0,55.0,2.0,1659.0,4.0,,,,,11.0,1.0,,2.0,55.0,2.0,1659.0,4.0,4.0, LANAO DEL SUR PROVINCE,10039.0228,0.1395,357.97867
2017,2,24,0.0,32.0,17.8,,,ZAMBIA,ZAMBIA:  KAPUTA,-8.44,30.031,30.0,5.9,4.0,,,,,5.0,1.0,,1.0,,1.0,,,,,,,5.0,1.0,,1.0,,1.0,,,,  KAPUTA,5542.0434,0.0695,23.269154
2017,3,21,23.0,10.0,25.2,,,INDONESIA,INDONESIA:  BALI,-8.492,115.323,112.0,5.6,5.0,,,,,4.0,1.0,,2.0,,1.0,,,,,,,4.0,1.0,,2.0,,1.0,,,,  BALI,11863.6838,0.1535,139.7575
