,Year,Mo,Dy,Hr,Country,Region,Focal Depth (km),Mag,Average Income,p0p50_share,Population density national,Total Deaths,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged,Total Death Description,Total Injuries Description,Total Damage Description,Total Houses Destroyed Description,Total Houses Damaged Description
0,2000,1,11,23.0,CHINA,  LIAONING PROVINCE,10.0,5.1,4836.4401,0.1737,134.6475,0.0,30.0,12.313571428571427,3600.0,8800.0,0.0,1.0,3.0,4.0,4.0
1,2000,1,14,23.0,CHINA,  YAOAN COUNTY,33.0,5.9,4836.4401,0.1737,134.6475,7.0,2528.0,73.5,41000.0,0.0,1.0,4.0,4.0,4.0,0.0
2,2000,6,7,21.0,CHINA,  LIUKU; MYANMAR,33.0,6.3,4836.4401,0.1737,134.6475,0.0,0.0,0.62625,194.65384615384616,0.0,0.0,0.0,1.0,2.0,0.0
3,2000,8,21,13.0,CHINA,  WUDING,33.0,4.2,4836.4401,0.1737,134.6475,1.0,406.0,43.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0
4,2000,2,2,22.0,IRAN, KASHMAR,33.0,5.3,13549.8134,0.1232,40.397152,1.0,15.0,2.1753684210526316,100.0,300.0,1.0,1.0,2.0,2.0,3.0
5,2000,3,28,11.0,JAPAN,  VOLCANO ISLANDS,127.0,7.6,27663.8877,0.1692,347.8844,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
6,2000,7,1,7.0,JAPAN,  KOZU-SHIMA,10.0,6.1,27663.8877,0.1692,347.8844,1.0,359.9583333333333,0.62625,0.0,0.0,1.0,3.0,1.0,0.0,0.0
7,2000,7,15,1.0,JAPAN,  NII-JIMA,10.0,6.1,27663.8877,0.1692,347.8844,0.0,10.0,0.62625,0.0,20.0,0.0,1.0,1.0,0.0,1.0
8,2000,7,30,12.0,JAPAN,  S,10.0,6.5,27663.8877,0.1692,347.8844,0.0,1.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9,2000,10,6,4.0,JAPAN, TOTTORI,10.0,6.7,27663.8877,0.1692,347.8844,0.0,130.0,150.0,104.0,2230.0,0.0,3.0,4.0,3.0,4.0
10,2000,4,5,4.0,GREECE,  CRETE,38.0,5.5,28869.5008,0.1655,85.63314,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
11,2000,5,4,4.0,INDONESIA,,26.0,7.6,5279.0083,0.1801,113.112885,54.0,264.0,30.0,23000.0,0.0,2.0,3.0,4.0,4.0,0.0
12,2000,6,4,16.0,INDONESIA, ENGGANO,33.0,7.9,5279.0083,0.1801,113.112885,103.0,2174.0,6.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0
13,2000,6,7,23.0,INDONESIA,  LAHAT,33.0,6.7,5279.0083,0.1801,113.112885,1.0,0.0,2.1753684210526316,0.0,600.0,1.0,0.0,2.0,0.0,3.0
14,2000,7,12,1.0,INDONESIA,KADUDAMPIT,33.0,5.4,5279.0083,0.1801,113.112885,0.0,6.0,2.1753684210526316,0.0,225.0,0.0,1.0,2.0,0.0,3.0
15,2000,5,7,23.0,TURKEY, PUTURGE,5.0,4.1,17787.5825,0.1232,83.304375,0.0,1.0,2.1753684210526316,0.0,200.0,0.0,1.0,2.0,0.0,3.0
16,2000,6,6,2.0,TURKEY, ORTA,10.0,6.0,17787.5825,0.1232,83.304375,2.0,80.0,12.313571428571427,0.0,4600.0,1.0,2.0,3.0,0.0,4.0
17,2000,12,15,16.0,TURKEY,  AFYON-BOLVADIN,10.0,6.0,17787.5825,0.1232,83.304375,6.0,41.0,0.62625,0.0,80.84848484848484,1.0,1.0,1.0,0.0,2.0
18,2000,5,17,3.0,TAIWAN,  TAI-CHUNG COUNTY,10.0,5.4,29867.0978,0.1306,626.79297,3.0,13.0,0.62625,0.0,0.0,1.0,1.0,1.0,0.0,0.0
19,2000,6,10,18.0,TAIWAN,  NAN-TOU,33.0,6.4,29867.0978,0.1306,626.79297,2.0,36.0,0.62625,0.0,0.0,1.0,1.0,1.0,0.0,0.0
20,2000,6,17,15.0,ICELAND, HELLA,10.0,6.5,41900.1627,0.2197,2.7915204,0.0,1.0,20.0,11.0,19.0,0.0,1.0,3.0,1.0,1.0
21,2000,6,21,0.0,ICELAND, STOKKSEYRI,10.0,6.5,41900.1627,0.2197,2.7915204,0.0,0.0,12.0,12.0,0.0,0.0,0.0,3.0,1.0,0.0
22,2000,6,18,14.0,AUSTRALIA, COCOS ISLANDS,10.0,7.9,36942.8974,0.1796,2.4724286,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
23,2000,7,6,19.0,NICARAGUA,  MASAYA,33.0,5.4,6037.2429,0.085,42.572903,7.0,42.0,12.313571428571427,357.0,1130.0,1.0,1.0,3.0,3.0,4.0
24,2000,7,16,3.0,PHILIPPINES, BATAN ISLANDS,33.0,6.4,6366.5475,0.1174,261.45563,0.0,6.0,2.1753684210526316,0.0,490.2808988764045,0.0,1.0,2.0,0.0,3.0
25,2000,10,2,2.0,TANZANIA, RUKWA,34.0,6.5,2057.8272,0.1465,38.906868,0.0,6.0,0.62625,7.0,150.0,0.0,1.0,1.0,1.0,3.0
26,2000,11,16,4.0,PAPUA NEW GUINEA, DUKE OF YORK,17.0,8.0,4513.9787,0.1149,12.163362,2.0,0.0,2.1753684210526316,392.7142857142857,0.0,1.0,0.0,2.0,3.0,0.0
27,2000,11,16,7.0,PAPUA NEW GUINEA, NEW BRITAIN,30.0,7.8,4513.9787,0.1149,12.163362,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,2000,11,17,21.0,PAPUA NEW GUINEA,  NEW BRITAIN,33.0,7.8,4513.9787,0.1149,12.163362,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
29,2000,11,25,18.0,AZERBAIJAN,  BAKU,50.0,6.8,4401.8681,0.1539,99.09669,31.0,430.0,0.62625,0.0,0.0,1.0,3.0,1.0,0.0,0.0
30,2000,12,6,17.0,TURKMENISTAN,  NEBITDAG-TURKMENBASHI,30.0,7.0,6523.8779,0.13,9.723012,11.0,69.83928571428571,0.62625,0.0,0.0,1.0,2.0,1.0,0.0,0.0
31,2001,1,1,6.0,PHILIPPINES,  MINDANAO,33.0,7.5,6352.8837,0.117,267.0493,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
32,2001,1,26,3.0,INDIA, RAJOKOT; PAKISTAN,17.0,7.6,3449.1315,0.1814,362.9001,20005.0,166836.0,2623.0,339000.0,0.0,4.0,4.0,4.0,4.0,0.0
33,2001,2,13,14.0,EL SALVADOR, SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,10.0,6.6,9270.9013,0.071,289.00107,315.0,3399.0,348.5,41302.0,15706.0,3.0,4.0,4.0,4.0,4.0
34,2001,5,8,18.0,EL SALVADOR,  CONCHAGUA,10.0,5.7,9270.9013,0.071,289.00107,1.0,0.0,2.1753684210526316,84.0,70.0,1.0,0.0,2.0,2.0,2.0
35,2001,2,23,0.0,CHINA, YAJIANG,33.0,5.6,5089.5601,0.1681,135.56787,3.0,109.0,12.313571428571427,60000.0,0.0,1.0,3.0,3.0,4.0,0.0
36,2001,5,23,21.0,CHINA,  YANYUAN,33.0,5.5,5089.5601,0.1681,135.56787,2.0,605.0,36.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0
37,2001,7,14,18.0,CHINA,  JIANGCHUAN,33.0,4.3,5089.5601,0.1681,135.56787,0.0,2.0,0.62625,150.0,0.0,0.0,1.0,1.0,3.0,0.0
38,2001,10,27,5.0,CHINA,  YONGSHENG,10.0,5.6,5089.5601,0.1681,135.56787,1.0,220.0,2.1753684210526316,3400.0,0.0,1.0,3.0,2.0,4.0,0.0
39,2001,11,14,9.0,CHINA,  XIDATAN,10.0,7.8,5089.5601,0.1681,135.56787,0.0,0.0,0.62625,194.65384615384616,0.0,0.0,0.0,1.0,2.0,0.0
40,2001,3,24,6.0,JAPAN, KAGAMA,50.0,6.8,27626.2481,0.1646,348.60284,2.0,161.0,500.0,0.0,3700.0,1.0,3.0,4.0,0.0,4.0
41,2001,6,1,14.0,AFGHANISTAN,  PARVAN,62.0,5.0,1640.3868,0.1717,30.186644,4.0,20.0,,194.65384615384616,0.0,1.0,1.0,,2.0,0.0
42,2001,6,23,20.0,PERU, AYACUCHO,33.0,8.4,8352.449,0.0579,21.1054,103.0,2713.0,200.0,25399.0,0.0,3.0,4.0,4.0,4.0,0.0
43,2001,7,5,13.0,PERU, PARINACOTA,62.0,6.6,8352.449,0.0579,21.1054,0.0,0.0,2.1753684210526316,300.0,0.0,0.0,0.0,2.0,3.0,0.0
44,2001,7,7,9.0,PERU, ARICA,33.0,7.6,8352.449,0.0579,21.1054,1.0,30.0,2.1753684210526316,200.0,0.0,1.0,1.0,2.0,3.0,0.0
45,2001,8,9,2.0,PERU,  ANTABAMA,33.0,5.8,8352.449,0.0579,21.1054,4.0,15.0,2.1753684210526316,392.7142857142857,0.0,1.0,1.0,2.0,3.0,0.0
46,2001,6,25,13.0,TURKEY,  OSMANIYE,5.0,5.5,15806.8603,0.1235,84.549736,0.0,130.0,0.62625,0.0,66.0,0.0,3.0,1.0,0.0,2.0
47,2001,7,26,0.0,GREECE,  SKYROS,10.0,6.5,29758.1988,0.1687,85.89745,0.0,0.0,0.62625,0.0,100.0,0.0,0.0,1.0,0.0,2.0
48,2001,10,12,5.0,CANADA,  QUEEN CHARLOTTE ISLANDS,20.0,6.1,37690.2068,0.1737,3.5275714,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
49,2001,10,19,3.0,INDONESIA,  BANDA SEA,33.0,7.5,5532.0786,0.1752,114.71919,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
50,2001,12,18,4.0,TAIWAN,TAIWAN,14.0,6.8,28678.9101,0.1176,630.70105,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
51,2001,12,19,7.0,BANGLADESH,  DHAKA,10.0,4.5,3290.3125,0.1582,1011.52716,0.0,100.0,0.62625,0.0,80.84848484848484,0.0,2.0,1.0,0.0,2.0
52,2002,1,9,6.0,TAJIKISTAN,  ROGHUN,33.0,5.3,2136.5237,0.1617,47.134216,3.0,50.0,2.1753684210526316,0.0,209.0,1.0,1.0,2.0,0.0,3.0
53,2002,2,3,20.0,TAJIKISTAN,  ROGHUN,44.0,4.9,2136.5237,0.1617,47.134216,0.0,69.83928571428571,0.62625,0.0,80.84848484848484,0.0,2.0,1.0,0.0,2.0
54,2002,1,10,11.0,PAPUA NEW GUINEA,  AITAPE,11.0,6.7,4110.1768,0.1178,13.011969,1.0,0.0,2.1753684210526316,200.0,0.0,1.0,0.0,2.0,3.0,0.0
55,2002,9,8,18.0,PAPUA NEW GUINEA, WEWAK,13.0,7.6,4110.1768,0.1178,13.011969,4.0,70.0,12.313571428571427,13.126315789473685,873.0,1.0,2.0,3.0,1.0,3.0
56,2002,1,14,15.0,CHILE, POZO ALMONTE,33.0,5.6,17616.8122,0.0792,21.107092,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
57,2002,4,1,19.0,CHILE, OVALLE,71.0,6.4,17616.8122,0.0792,21.107092,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,2002,4,18,16.0,CHILE, TALTAL,62.0,6.6,17616.8122,0.0792,21.107092,0.0,19.0,2.1753684210526316,34.0,575.0,0.0,1.0,2.0,1.0,3.0
59,2002,1,17,20.0,RWANDA,  GISENYI,15.0,4.7,1804.1358,0.0968,339.3721,1001.0,400.0,12.313571428571427,307.0,0.0,2.0,3.0,3.0,3.0,0.0
60,2002,1,30,8.0,MEXICO, TUXTEPEC,109.0,5.9,19994.2725,0.0624,51.913414,0.0,0.0,0.62625,0.0,80.84848484848484,0.0,0.0,1.0,0.0,2.0
61,2002,2,22,19.0,MEXICO, BAJA CALIFORNIA,7.0,5.5,19994.2725,0.0624,51.913414,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,2002,9,25,18.0,MEXICO,  ACAPULCO,6.0,5.3,19994.2725,0.0624,51.913414,0.0,2.0,0.62625,0.0,80.84848484848484,0.0,1.0,1.0,0.0,2.0
63,2002,2,3,7.0,TURKEY,  AFYON,5.0,6.5,16879.6717,0.1237,85.74076,44.0,318.0,2.1753684210526316,0.0,622.0,1.0,3.0,2.0,0.0,3.0
64,2002,2,17,13.0,IRAN,  BAGHAN,33.0,5.4,14097.9575,0.1231,41.495914,1.0,30.0,2.1753684210526316,0.0,490.2808988764045,1.0,1.0,2.0,0.0,3.0
65,2002,4,24,19.0,IRAN,  KERMANSHAH,33.0,5.4,14097.9575,0.1231,41.495914,2.0,56.0,4920.921769911504,92524.04081632652,0.0,1.0,2.0,4.0,4.0,0.0
66,2002,6,22,2.0,IRAN,  AB GARM-ABHAR-AVAJ-SHIRIN SU,10.0,6.5,14097.9575,0.1231,41.495914,261.0,1300.0,300.0,92524.04081632652,190161.26717557252,3.0,4.0,4.0,4.0,4.0
67,2002,9,2,1.0,IRAN, SIZAN,10.0,5.2,14097.9575,0.1231,41.495914,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
68,2002,9,25,22.0,IRAN,  MASJED-E SOLEYMAN,10.0,5.6,14097.9575,0.1231,41.495914,0.0,5.0,2.1753684210526316,0.0,490.2808988764045,0.0,1.0,2.0,0.0,3.0
69,2002,12,24,17.0,IRAN,  KERMANSHAH,33.0,5.2,14097.9575,0.1231,41.495914,0.0,15.0,12.313571428571427,3000.0,0.0,0.0,1.0,3.0,4.0,0.0
70,2002,3,3,12.0,AFGHANISTAN, RUSTAQ,226.0,7.4,2096.7658,0.1717,32.197628,166.0,69.83928571428571,12.313571428571427,300.0,400.0,3.0,2.0,3.0,3.0,3.0
71,2002,3,25,14.0,AFGHANISTAN, NAHRIN,8.0,6.1,2096.7658,0.1717,32.197628,1000.0,200.0,4920.921769911504,1500.0,0.0,3.0,3.0,4.0,4.0,0.0
72,2002,12,25,19.0,AFGHANISTAN,  JALALABAD,91.0,5.5,2096.7658,0.1717,32.197628,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
73,2002,3,5,21.0,PHILIPPINES,  MINDANAO,31.0,7.5,6385.3541,0.1197,272.61487,15.0,100.0,1.714,0.0,800.0,1.0,2.0,2.0,0.0,3.0
74,2002,3,26,3.0,JAPAN,  RYUKYU ISLANDS,33.0,6.4,27519.4552,0.16,349.25034,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
75,2002,3,31,6.0,TAIWAN,  TAIPEI,33.0,7.1,29794.191,0.117,634.55585,5.0,200.0,2.1753684210526316,100.0,0.0,1.0,3.0,2.0,2.0,0.0
76,2002,4,25,17.0,GEORGIA,  TBILISI,10.0,4.3,5497.2547,0.146,58.44189,5.0,52.0,12.313571428571427,0.0,2400.0,1.0,2.0,3.0,0.0,4.0
77,2002,5,18,15.0,TANZANIA,  BUNDA,10.0,5.5,2219.6534,0.1427,41.040333,2.0,0.0,2.1753684210526316,690.0,700.0,1.0,0.0,2.0,3.0,3.0
78,2002,5,28,4.0,ARGENTINA, CHUQUIS,22.0,6.0,11906.4079,0.0773,13.843375,0.0,27.0,2.1753684210526316,40.0,490.2808988764045,0.0,1.0,2.0,1.0,3.0
79,2002,6,20,5.0,BANGLADESH, ALMANAGAR,40.0,4.5,3338.3019,0.156,1030.4972,0.0,55.0,0.62625,0.0,80.84848484848484,0.0,2.0,1.0,0.0,2.0
80,2002,7,22,5.0,GERMANY, SPANGDAHLEM,17.0,4.8,36208.1549,0.1882,233.10176,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,2002,7,31,0.0,PANAMA,  LAUREL,10.0,6.5,17894.3859,0.0815,42.073242,0.0,11.0,2.1753684210526316,194.65384615384616,490.2808988764045,0.0,1.0,2.0,2.0,3.0
82,2002,8,8,11.0,CHINA,  RULONG,33.0,5.3,5590.9217,0.1557,136.43987,0.0,0.0,0.62625,8.0,0.0,0.0,0.0,1.0,1.0,0.0
83,2002,12,14,13.0,CHINA,  YUMNE,22.0,5.5,5590.9217,0.1557,136.43987,2.0,0.0,12.313571428571427,13380.0,0.0,1.0,0.0,3.0,4.0,0.0
84,2002,12,25,12.0,CHINA,  WUQIA,10.0,5.7,5590.9217,0.1557,136.43987,0.0,0.0,0.62625,194.65384615384616,0.0,0.0,0.0,1.0,2.0,0.0
85,2002,8,15,5.0,INDONESIA,  TOJO,10.0,6.2,5394.0288,0.1735,116.30575,48.0,0.0,2.1753684210526316,0.0,200.0,1.0,0.0,2.0,0.0,3.0
86,2002,9,20,15.0,INDONESIA,  RANSIKI,10.0,6.4,5394.0288,0.1735,116.30575,0.0,0.0,0.62625,0.0,31.0,0.0,0.0,1.0,0.0,1.0
87,2002,10,10,10.0,INDONESIA, RANSIKI,10.0,7.6,5394.0288,0.1735,116.30575,8.0,632.0,12.313571428571427,1000.0,900.0,1.0,3.0,3.0,3.0,3.0
88,2002,11,2,1.0,INDONESIA,  SIMEULUE,30.0,7.3,5394.0288,0.1735,116.30575,3.0,65.0,12.313571428571427,0.0,994.0,1.0,2.0,3.0,0.0,3.0
89,2002,8,24,20.0,EGYPT,  CAIRO,10.0,4.4,12533.0427,0.1475,74.733795,0.0,0.0,0.62625,0.0,44.0,0.0,0.0,1.0,0.0,1.0
90,2002,9,5,11.0,KYRGYZSTAN,KYRGYZSTAN,32.0,5.5,3956.4462,0.1806,26.207748,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
91,2002,9,6,1.0,ITALY,  PALERMO,5.0,6.0,35933.155,0.1887,193.11563,2.0,20.0,500.0,0.0,80.84848484848484,1.0,1.0,4.0,0.0,2.0
92,2002,10,29,10.0,ITALY,  SANTA VENERINA,10.0,4.3,35933.155,0.1887,193.11563,0.0,9.0,0.62625,0.0,80.84848484848484,0.0,1.0,1.0,0.0,2.0
93,2002,10,31,10.0,ITALY, CAMPOBASSO,10.0,5.7,35933.155,0.1887,193.11563,30.0,135.0,796.0,0.0,190161.26717557252,1.0,3.0,4.0,0.0,4.0
94,2002,9,13,22.0,INDIA,ARIEL BAY,21.0,6.5,3532.709,0.1773,369.4056,2.0,0.0,2.1753684210526316,40.0,22.09090909090909,1.0,0.0,2.0,1.0,1.0
95,2002,9,22,23.0,UNITED KINGDOM, DUDLEY,9.0,4.8,34036.7474,0.1936,245.3424,0.0,1.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
96,2002,9,30,6.0,FRANCE, TREMOREL,10.0,4.2,38050.2053,0.2112,108.43215,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
97,2002,10,24,6.0,CONGO, KIGALI,11.0,6.2,4425.3258,0.1039,9.754524,2.0,0.0,0.62625,194.65384615384616,0.0,1.0,0.0,1.0,2.0,0.0
98,2002,11,1,22.0,PAKISTAN,  GILGIT,33.0,5.4,5420.3986,0.1632,211.78757,11.0,40.0,12.313571428571427,0.0,1000.0,1.0,1.0,3.0,0.0,4.0
99,2002,11,20,21.0,PAKISTAN, MUSHKIN,33.0,6.3,5420.3986,0.1632,211.78757,19.0,40.0,12.313571428571427,100.0,1256.0,1.0,1.0,3.0,2.0,4.0
100,2002,12,2,4.0,GREECE, VARTHOLOMION,10.0,5.7,30881.3338,0.1747,86.08704,0.0,17.0,2.1753684210526316,8.0,100.0,0.0,1.0,2.0,1.0,2.0
101,2003,1,11,17.0,IRAN, NURABAD,33.0,5.2,14760.5775,0.123,41.882713,0.0,69.83928571428571,12.313571428571427,650.0,1350.0,0.0,2.0,3.0,3.0,4.0
102,2003,7,3,14.0,IRAN, BUTEHGAZ,41.0,5.2,14760.5775,0.123,41.882713,0.0,0.0,0.62625,0.0,90.0,0.0,0.0,1.0,0.0,2.0
103,2003,7,10,17.0,IRAN, GAJJIABAD,10.0,5.8,14760.5775,0.123,41.882713,1.0,25.0,21.6,3500.0,0.0,1.0,1.0,3.0,4.0,0.0
104,2003,12,11,16.0,IRAN,  MASJED-E- SOLEYMAN,33.0,5.0,14760.5775,0.123,41.882713,0.0,5.0,0.62625,1.0,0.0,0.0,1.0,1.0,1.0,0.0
105,2003,12,26,1.0,IRAN, BARAVAT,10.0,6.6,14760.5775,0.123,41.882713,31000.0,30000.0,500.0,92524.04081632652,0.0,4.0,4.0,4.0,4.0,0.0
106,2003,1,20,8.0,SOLOMON ISLANDS, SAN CRISTOBAL,33.0,7.3,2894.7985,,16.478243,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
107,2003,1,22,2.0,MEXICO, JALISCO,24.0,7.5,19140.1055,0.0601,52.691345,29.0,300.0,12.313571428571427,2005.0,6615.0,1.0,3.0,3.0,4.0,4.0
108,2003,1,23,0.0,INDONESIA,  DOMPU,33.0,5.5,5505.3027,0.1719,117.87244,0.0,2.0,2.1753684210526316,0.0,500.0,0.0,1.0,2.0,0.0,3.0
109,2003,3,21,11.0,INDONESIA, SAMPORA,33.0,4.6,5505.3027,0.1719,117.87244,0.0,0.0,2.1753684210526316,0.0,800.0,0.0,0.0,2.0,0.0,3.0
110,2003,3,25,2.0,INDONESIA,  REO,33.0,6.5,5505.3027,0.1719,117.87244,4.0,20.0,0.62625,0.0,80.84848484848484,1.0,1.0,1.0,0.0,2.0
111,2003,5,26,19.0,INDONESIA, DARUBA,31.0,7.0,5505.3027,0.1719,117.87244,1.0,7.0,0.62625,28.0,20.0,1.0,1.0,1.0,1.0,1.0
112,2003,8,11,0.0,INDONESIA,  WASILE,10.0,6.0,5505.3027,0.1719,117.87244,0.0,0.0,2.1753684210526316,0.0,200.0,0.0,0.0,2.0,0.0,3.0
113,2003,12,5,23.0,INDONESIA, RUTENG,33.0,4.9,5505.3027,0.1719,117.87244,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
114,2003,1,26,19.0,ITALY, BAGNO DI ROMAGNA,7.0,4.7,35531.2359,0.1792,194.18964,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
115,2003,4,11,9.0,ITALY, ALESSANDRIA,4.0,5.0,35531.2359,0.1792,194.18964,0.0,2.0,561.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
116,2003,9,14,21.0,ITALY, MONZUNO,10.0,5.3,35531.2359,0.1792,194.18964,0.0,69.83928571428571,0.62625,0.0,10.0,0.0,2.0,1.0,0.0,1.0
117,2003,1,27,5.0,TURKEY, PULUMUR,10.0,6.1,17657.5292,0.1273,86.88243,1.0,69.83928571428571,0.62625,0.0,80.84848484848484,1.0,2.0,1.0,0.0,2.0
118,2003,4,10,0.0,TURKEY, SEFERIHISAR,10.0,5.7,17657.5292,0.1273,86.88243,0.0,90.0,2.1753684210526316,194.65384615384616,80.84848484848484,0.0,2.0,2.0,2.0,2.0
119,2003,5,1,0.0,TURKEY,  BINGOL,10.0,6.4,17657.5292,0.1273,86.88243,177.0,521.0,12.313571428571427,718.0,2593.0,3.0,3.0,3.0,3.0,4.0
120,2003,7,26,1.0,TURKEY,  BULDAN,10.0,4.5,17657.5292,0.1273,86.88243,0.0,69.83928571428571,0.62625,0.0,48.0,0.0,2.0,1.0,0.0,1.0
121,2003,7,26,8.0,TURKEY,  BULDAN,10.0,5.4,17657.5292,0.1273,86.88243,0.0,10.0,0.62625,1.0,22.09090909090909,0.0,1.0,1.0,1.0,1.0
122,2003,2,13,17.0,CHINA,  URUMQI,24.0,5.3,6010.1115,0.1515,137.28638,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,2003,2,24,2.0,CHINA,  BACHU,11.0,6.3,6010.1115,0.1515,137.28638,261.0,4000.0,4920.921769911504,71000.0,0.0,3.0,4.0,4.0,4.0,0.0
124,2003,2,25,3.0,CHINA,  BACHU,10.0,5.4,6010.1115,0.1515,137.28638,5.0,0.0,0.62625,0.0,0.0,1.0,0.0,1.0,0.0,0.0
125,2003,4,17,0.0,CHINA,  DELINGHA,14.0,6.4,6010.1115,0.1515,137.28638,0.0,0.0,0.62625,45.0,0.0,0.0,0.0,1.0,1.0,0.0
126,2003,5,4,15.0,CHINA,  YOPURGA,10.0,5.8,6010.1115,0.1515,137.28638,1.0,3.0,12.313571428571427,1600.0,0.0,1.0,1.0,3.0,4.0,0.0
127,2003,7,21,15.0,CHINA,  YUNNAN PROVINCE,10.0,5.9,6010.1115,0.1515,137.28638,16.0,584.0,75.0,264878.0,0.0,1.0,3.0,4.0,4.0,0.0
128,2003,8,16,10.0,CHINA, TIANSHAN,24.0,5.4,6010.1115,0.1515,137.28638,4.0,1000.0,12.313571428571427,7900.0,0.0,1.0,3.0,3.0,4.0,0.0
129,2003,8,18,9.0,CHINA,NYINGCHI,33.0,5.5,6010.1115,0.1515,137.28638,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
130,2003,10,16,12.0,CHINA,  DAYAO,33.0,5.6,6010.1115,0.1515,137.28638,3.0,32.0,12.313571428571427,12000.0,0.0,1.0,1.0,3.0,4.0,0.0
131,2003,10,25,12.0,CHINA, SHANDAN,10.0,5.8,6010.1115,0.1515,137.28638,9.0,43.0,40.0,10000.0,0.0,1.0,1.0,4.0,4.0,0.0
132,2003,11,13,2.0,CHINA, MINXIAN,10.0,5.1,6010.1115,0.1515,137.28638,1.0,30.0,0.62625,10.0,0.0,1.0,1.0,1.0,1.0,0.0
133,2003,11,14,18.0,CHINA, ZHAOTONG,33.0,5.6,6010.1115,0.1515,137.28638,4.0,65.0,2.1753684210526316,600.0,0.0,1.0,1.0,2.0,3.0,0.0
134,2003,11,26,13.0,CHINA,  LUDIAN,33.0,4.7,6010.1115,0.1515,137.28638,0.0,4.0,4920.921769911504,2000.0,0.0,0.0,1.0,4.0,4.0,0.0
135,2003,12,1,1.0,CHINA,  ZHAOSU,10.0,6.0,6010.1115,0.1515,137.28638,11.0,47.0,12.313571428571427,769.0,0.0,1.0,1.0,3.0,3.0,0.0
136,2003,2,15,5.0,PHILIPPINES,  DIMASALANG,10.0,5.8,6540.1453,0.1227,278.17297,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
137,2003,2,15,11.0,PHILIPPINES, DIMASALANG,10.0,6.3,6540.1453,0.1227,278.17297,0.0,0.0,0.62625,0.0,80.84848484848484,0.0,0.0,1.0,0.0,2.0
138,2003,11,18,17.0,PHILIPPINES,  CAN-AVID,35.0,6.5,6540.1453,0.1227,278.17297,1.0,21.0,2.1753684210526316,1.0,490.2808988764045,1.0,1.0,2.0,1.0,3.0
139,2003,2,22,20.0,FRANCE,  EDIGEN,10.0,5.0,38120.3028,0.2115,109.08135,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,2003,3,22,13.0,GERMANY,  ALBSTADT,6.0,4.7,36139.4924,0.1908,232.82523,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
141,2003,3,25,18.0,BHUTAN,  PHUENTSHOLING,47.0,5.5,6817.737,0.1225,16.639618,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
142,2003,5,21,18.0,ALGERIA, THENIA,12.0,6.8,12146.4112,0.1717,13.459013,2287.0,11000.0,5000.0,19000.0,163000.0,4.0,4.0,4.0,4.0,4.0
143,2003,5,27,17.0,ALGERIA, REGHAIA,8.0,5.7,12146.4112,0.1717,13.459013,9.0,200.0,2.1753684210526316,392.7142857142857,0.0,1.0,3.0,2.0,3.0,0.0
