,Year,Mo,Dy,Hr,Country,Region,Focal Depth (km),Mag,Average Income,p0p50_share,Population density national,Total Deaths,Total Injuries,Total Damage ($Mil),Total Houses Destroyed,Total Houses Damaged,Total Death Description,Total Injuries Description,Total Damage Description,Total Houses Destroyed Description,Total Houses Damaged Description
144,2003,5,26,9.0,JAPAN, AKITA,68.0,7.0,27886.8582,0.157,349.8007,0.0,143.0,233.0,0.0,720.0,0.0,3.0,4.0,0.0,3.0
145,2003,7,25,15.0,JAPAN, IWATE,10.0,5.5,27886.8582,0.157,349.8007,0.0,569.0,411.0,0.0,1025.0,0.0,3.0,4.0,0.0,4.0
146,2003,9,20,3.0,JAPAN,  TOKYO,52.0,5.7,27886.8582,0.157,349.8007,0.0,7.0,0.62625,0.0,80.84848484848484,0.0,1.0,1.0,0.0,2.0
147,2003,9,25,19.0,JAPAN,  HOKKAIDO,27.0,8.3,27886.8582,0.157,349.8007,2.0,849.0,90.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0
148,2003,10,15,7.0,JAPAN,  ATSUGI,78.0,5.2,27886.8582,0.157,349.8007,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,2003,10,31,1.0,JAPAN,  EAST COAST HONSHU,10.0,7.0,27886.8582,0.157,349.8007,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
150,2003,6,9,7.0,GREECE, LARISA,18.0,5.2,31835.5634,0.1881,86.19463,0.0,0.0,0.62625,0.0,50.0,0.0,0.0,1.0,0.0,1.0
151,2003,8,14,5.0,GREECE, PREVEZA,10.0,6.3,31835.5634,0.1881,86.19463,0.0,50.0,2.1753684210526316,0.0,80.84848484848484,0.0,1.0,2.0,0.0,2.0
152,2003,6,20,13.0,CHILE,  SAN JUAN,33.0,6.8,17820.147,0.0809,21.32943,0.0,1.0,0.62625,0.0,80.84848484848484,0.0,1.0,1.0,0.0,2.0
153,2003,7,26,23.0,BANGLADESH,  RANGAMATI,10.0,5.7,3408.7214,0.153,1048.6534,2.0,25.0,2.1753684210526316,500.0,0.0,1.0,1.0,2.0,3.0,0.0
154,2003,8,13,8.0,PANAMA, PANAMA CITY,54.0,5.4,17427.715,0.085,42.890537,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
155,2003,8,21,12.0,NEW ZEALAND,FIORDLAND,28.0,7.2,35556.9693,0.1888,15.266963,0.0,14.877604166666666,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
156,2003,9,29,18.0,NEW ZEALAND,  CHRISTCHURCH,32.0,4.8,35556.9693,0.1888,15.266963,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
157,2003,9,22,4.0,DOMINICAN REPUBLIC, SANTIAGO,10.0,6.4,12087.4942,0.0831,187.66399,3.0,15.0,12.313571428571427,392.7142857142857,0.0,1.0,1.0,3.0,3.0,0.0
158,2003,10,16,3.0,DOMINICAN REPUBLIC, SANTIAGO,10.0,4.5,12087.4942,0.0831,187.66399,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
159,2003,12,10,4.0,TAIWAN, KAO-HSIUN,10.0,6.8,30562.8884,0.112,638.0594,0.0,1.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
160,2003,12,17,23.0,BULGARIA, POVADIYA,34.0,4.4,11252.5037,0.1934,72.93427,0.0,0.0,2.1753684210526316,10.0,150.0,0.0,0.0,2.0,1.0,3.0
161,2004,1,1,20.0,INDONESIA, LOMBOK,45.0,5.8,5672.4028,0.1649,119.38281,1.0,29.0,12.0,6000.0,0.0,1.0,1.0,3.0,4.0,0.0
162,2004,1,28,22.0,INDONESIA,  SERAM,17.0,6.7,5672.4028,0.1649,119.38281,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
163,2004,2,5,21.0,INDONESIA,  NABIRE,17.0,7.0,5672.4028,0.1649,119.38281,37.0,682.0,1.0,2678.0,0.0,1.0,3.0,2.0,4.0,0.0
164,2004,2,7,2.0,INDONESIA,  NABIRE,10.0,7.3,5672.4028,0.1649,119.38281,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
165,2004,2,16,14.0,INDONESIA,  PADANGPANJANG,56.0,5.1,5672.4028,0.1649,119.38281,5.0,7.0,,0.0,100.0,1.0,1.0,,0.0,2.0
166,2004,2,22,6.0,INDONESIA,  PESISIR SELATAN,42.0,6.0,5672.4028,0.1649,119.38281,0.0,1.0,0.62625,0.0,490.2808988764045,0.0,1.0,1.0,0.0,3.0
167,2004,4,9,1.0,INDONESIA,  PADANG,66.0,5.4,5672.4028,0.1649,119.38281,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
168,2004,4,16,18.0,INDONESIA,  BALI,96.0,5.5,5672.4028,0.1649,119.38281,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
169,2004,4,23,1.0,INDONESIA, KUPANG,66.0,6.7,5672.4028,0.1649,119.38281,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170,2004,11,11,21.0,INDONESIA,  KEPULAUAN ALOR,10.0,7.5,5672.4028,0.1649,119.38281,34.0,400.0,12.313571428571427,781.0,16712.0,1.0,3.0,3.0,3.0,4.0
171,2004,11,26,2.0,INDONESIA,  NABIRE,10.0,7.1,5672.4028,0.1649,119.38281,32.0,130.0,55.0,328.0,0.0,1.0,3.0,4.0,3.0,0.0
172,2004,12,26,0.0,INDONESIA,  OFF WEST COAST,30.0,9.1,5672.4028,0.1649,119.38281,227899.0,359.9583333333333,10000.0,92524.04081632652,190161.26717557252,4.0,3.0,4.0,4.0,4.0
173,2004,1,1,23.0,MEXICO, MEXICO CITY,29.0,6.1,19404.1235,0.0578,53.471447,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174,2004,1,10,7.0,SLOVAKIA,  SLOVENSKO L'UPCA,5.0,2.2,15275.1613,0.2233,111.79143,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175,2004,1,10,18.0,ALGERIA, BOUMERDES,10.0,4.4,12189.9693,0.174,13.649756,0.0,300.0,0.62625,0.0,0.0,0.0,3.0,1.0,0.0,0.0
176,2004,12,1,17.0,ALGERIA,  BOUMERDAS,10.0,4.5,12189.9693,0.174,13.649756,0.0,15.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
177,2004,12,5,8.0,ALGERIA,  ZEMMOURI,10.0,4.5,12189.9693,0.174,13.649756,0.0,46.0,,0.0,0.0,0.0,1.0,,0.0,0.0
178,2004,1,14,16.0,IRAN,  FIRUZABAD,12.0,5.2,14858.7635,0.1229,42.56498,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,2004,5,8,4.0,IRAN,  KAZERUN,67.0,5.0,14858.7635,0.1229,42.56498,0.0,0.0,0.62625,4.0,6.0,0.0,0.0,1.0,1.0,1.0
180,2004,5,28,12.0,IRAN, TEHRAN,17.0,6.3,14858.7635,0.1229,42.56498,35.0,400.0,165.0,3880.0,490.2808988764045,1.0,3.0,4.0,4.0,3.0
181,2004,10,7,21.0,IRAN,  GOLESTAN,35.0,5.6,14858.7635,0.1229,42.56498,0.0,60.0,,0.0,0.0,0.0,2.0,,0.0,0.0
182,2004,11,19,23.0,IRAN,  W,37.0,4.8,14858.7635,0.1229,42.56498,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
183,2004,11,22,4.0,IRAN, POL-E DOKHTAR,36.0,5.0,14858.7635,0.1229,42.56498,0.0,69.83928571428571,0.62625,13.126315789473685,0.0,0.0,2.0,1.0,1.0,0.0
184,2004,2,11,8.0,JORDAN, PETAH-TIQWA,27.0,5.3,16429.3274,0.1313,62.306305,0.0,4.0,2.1753684210526316,0.0,80.84848484848484,0.0,1.0,2.0,0.0,2.0
185,2004,2,14,10.0,PAKISTAN, MANSEHRA,11.0,5.4,5941.3877,0.1555,221.36859,24.0,40.0,12.313571428571427,1420.0,5379.0,1.0,1.0,3.0,4.0,4.0
186,2004,5,8,20.0,PAKISTAN,  QUETTA,10.0,4.5,5941.3877,0.1555,221.36859,1.0,30.0,0.62625,0.0,22.09090909090909,1.0,1.0,1.0,0.0,1.0
187,2004,2,24,2.0,BURUNDI,  RUYAGA,10.0,4.7,1306.3273,0.1499,277.2781,3.0,0.0,0.62625,24.0,0.0,1.0,0.0,1.0,1.0,0.0
188,2004,2,24,2.0,MOROCCO, BENI ABDALLAH,0.0,6.4,6470.1565,0.1303,67.29358,628.0,926.0,400.0,2539.0,0.0,3.0,3.0,4.0,4.0,0.0
189,2004,3,1,0.0,GREECE,  KALAMATA,9.0,5.2,33084.4874,0.1815,86.23032,0.0,0.0,0.62625,0.0,22.09090909090909,0.0,0.0,1.0,0.0,1.0
190,2004,11,4,6.0,GREECE,  ANTIKYTHIRA,74.0,5.2,33084.4874,0.1815,86.23032,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
191,2004,3,24,1.0,CHINA, ULIASTAI,19.0,5.4,6606.7718,0.1515,138.13248,0.0,100.0,74.0,38000.0,0.0,0.0,2.0,4.0,4.0,0.0
192,2004,5,4,5.0,CHINA,  DELINGHA,14.0,5.4,6606.7718,0.1515,138.13248,0.0,0.0,12.313571428571427,0.0,3100.0,0.0,0.0,3.0,0.0,4.0
193,2004,8,10,10.0,CHINA,  LUDIAN,6.0,5.4,6606.7718,0.1515,138.13248,4.0,600.0,50.0,18556.0,65601.0,1.0,3.0,4.0,0.0,4.0
194,2004,9,7,12.0,CHINA,  GANSU PROVINCE,10.0,5.2,6606.7718,0.1515,138.13248,0.0,19.0,12.313571428571427,600.0,0.0,0.0,1.0,3.0,3.0,0.0
195,2004,10,18,22.0,CHINA,  BAOSHAN,30.0,4.4,6606.7718,0.1515,138.13248,0.0,12.0,12.313571428571427,20000.0,0.0,0.0,1.0,3.0,4.0,0.0
196,2004,3,25,19.0,TURKEY,  ERZURUM,,5.6,19027.7672,0.1326,88.07489,10.0,46.0,0.62625,45.0,0.0,1.0,1.0,1.0,1.0,0.0
197,2004,3,28,3.0,TURKEY,  ASKALE,5.0,5.6,19027.7672,0.1326,88.07489,0.0,12.0,0.62625,50.0,0.0,0.0,1.0,1.0,1.0,0.0
198,2004,7,1,22.0,TURKEY,  DOGUBEYAZIT,5.0,5.1,19027.7672,0.1326,88.07489,18.0,21.0,,0.0,0.0,1.0,1.0,,0.0,0.0
199,2004,7,30,7.0,TURKEY,  DOGUBEYAZIT,5.0,4.0,19027.7672,0.1326,88.07489,1.0,5.0,0.62625,0.0,80.84848484848484,1.0,1.0,1.0,0.0,2.0
200,2004,8,4,3.0,TURKEY,  BODRUM,10.0,5.6,19027.7672,0.1326,88.07489,0.0,15.0,,0.0,0.0,0.0,1.0,,0.0,0.0
201,2004,8,11,15.0,TURKEY, SIVRICE,7.0,5.7,19027.7672,0.1326,88.07489,1.0,11.0,0.62625,0.0,0.0,1.0,1.0,1.0,0.0,0.0
202,2004,12,20,23.0,TURKEY,  MARMARIS,5.0,5.4,19027.7672,0.1326,88.07489,0.0,3.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
203,2004,4,5,21.0,AFGHANISTAN, SAMANGAN; PAKISTAN,187.0,6.5,2374.5369,0.1717,36.112343,3.0,5.0,,0.0,0.0,1.0,1.0,,0.0,0.0
204,2004,7,14,14.0,AFGHANISTAN, HERAT,,4.6,2374.5369,0.1717,36.112343,0.0,0.0,2.1753684210526316,0.0,150.0,0.0,0.0,2.0,0.0,3.0
205,2004,7,18,8.0,AFGHANISTAN, PAKTIA PROVINCE,10.0,5.2,2374.5369,0.1717,36.112343,2.0,40.0,12.313571428571427,392.7142857142857,0.0,1.0,1.0,3.0,3.0,0.0
206,2004,5,1,7.0,TAIWAN, TAROKO GORGE NATIONAL PARK,45.0,5.2,32116.2519,0.1123,641.14935,2.0,1.0,0.62625,0.0,0.0,1.0,1.0,1.0,0.0,0.0
207,2004,10,15,4.0,TAIWAN,  T'AO-YUAN,94.0,6.6,32116.2519,0.1123,641.14935,0.0,69.83928571428571,0.62625,0.0,0.0,0.0,2.0,1.0,0.0,0.0
208,2004,5,3,4.0,CHILE, CANETE,21.0,6.6,18188.5315,0.0777,21.543076,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
209,2004,6,15,11.0,CHILE, TEMUCO,38.0,5.9,18188.5315,0.0777,21.543076,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,2004,5,19,21.0,PHILIPPINES,  TUBIGON,35.0,4.1,6622.992,0.121,283.75592,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
211,2004,6,9,11.0,SAUDI ARABIA, WESTERN,10.0,4.6,64064.2342,0.0981,11.007078,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
212,2004,7,12,13.0,SLOVENIA, KOBARID,8.0,5.2,24676.0404,0.1403,99.16028,1.0,5.0,0.62625,13.126315789473685,22.09090909090909,1.0,1.0,1.0,1.0,1.0
213,2004,7,18,4.0,NEW ZEALAND, TAURANGA,5.0,5.4,35862.515,0.1895,15.500418,1.0,2.0,2.1753684210526316,0.0,5.0,1.0,1.0,2.0,0.0,1.0
214,2004,11,22,20.0,NEW ZEALAND, OTAGO,10.0,7.1,35862.515,0.1895,15.500418,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
215,2004,9,5,10.0,JAPAN, KYOTO,14.0,7.2,28468.9155,0.1531,350.26416,0.0,4.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
216,2004,9,5,14.0,JAPAN, SAKAI,10.0,7.4,28468.9155,0.1531,350.26416,0.0,40.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
217,2004,10,23,8.0,JAPAN,  NIIGATA PREFECTURE,16.0,6.6,28468.9155,0.1531,350.26416,40.0,3183.0,28000.0,6000.0,0.0,1.0,4.0,4.0,4.0,0.0
218,2004,10,27,1.0,JAPAN,  NIIGATA PREFECTURE,14.0,5.9,28468.9155,0.1531,350.26416,0.0,5.0,0.62625,1.0,0.0,0.0,1.0,1.0,1.0,0.0
219,2004,11,8,2.0,JAPAN,  NIIGATA PREFECTURE,10.0,5.5,28468.9155,0.1531,350.26416,0.0,8.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
220,2004,11,28,18.0,JAPAN, NEMOURO,39.0,7.0,28468.9155,0.1531,350.26416,0.0,24.0,0.62625,0.0,22.09090909090909,0.0,1.0,1.0,0.0,1.0
221,2004,12,6,14.0,JAPAN,  KUSHIRO,35.0,6.8,28468.9155,0.1531,350.26416,0.0,4.0,,0.0,0.0,0.0,1.0,,0.0,0.0
222,2004,12,14,5.0,JAPAN, TOMAMAE,10.0,5.8,28468.9155,0.1531,350.26416,0.0,3.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
223,2004,9,7,11.0,ARGENTINA, CATAMARCA,22.0,6.1,15267.0028,0.1156,14.129769,1.0,69.83928571428571,0.62625,194.65384615384616,0.0,1.0,2.0,1.0,2.0,0.0
224,2004,9,21,13.0,POLAND, SVETLOGORSK,10.0,4.8,15989.3665,0.208,126.089645,0.0,3.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
225,2004,10,1,8.0,NICARAGUA, LEON,87.0,5.6,6208.643,0.0879,44.75835,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
226,2004,10,27,20.0,ROMANIA,  NORTHERN,96.0,5.8,13286.799,0.1712,92.52995,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
227,2004,11,2,10.0,CANADA,  VANCOUVER ISLAND,10.0,6.6,39621.2169,0.1701,3.6309886,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
228,2004,11,15,9.0,COLOMBIA, CERRITO,15.0,7.2,11318.5112,0.0705,37.537876,0.0,10.0,12.313571428571427,154.0,0.0,0.0,1.0,3.0,3.0,0.0
229,2004,11,20,8.0,COSTA RICA, QUEPOS,16.0,6.4,15440.5735,0.094,83.290306,8.0,69.83928571428571,12.313571428571427,526.0,0.0,1.0,2.0,3.0,3.0,0.0
230,2004,11,24,22.0,ITALY,  BRESCIA,17.0,5.1,35840.7069,0.1698,195.6623,0.0,9.0,2.1753684210526316,392.7142857142857,0.0,0.0,1.0,2.0,3.0,0.0
231,2004,12,5,1.0,GERMANY, FREIBURG IM BREISGAU,10.0,4.8,37131.3261,0.1496,232.59587,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
232,2004,12,9,8.0,INDIA, CACHAR,35.0,5.4,3772.1853,0.169,382.1702,0.0,69.83928571428571,0.62625,0.0,0.0,0.0,2.0,1.0,0.0,0.0
233,2004,12,23,14.0,AUSTRALIA,  MACQUARIE ISLAND,10.0,8.1,39753.333,0.1807,2.590355,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
234,2005,1,10,18.0,IRAN,  GORGAN,32.0,5.4,14880.3624,0.1228,43.255836,0.0,110.0,,0.0,0.0,0.0,3.0,,0.0,0.0
235,2005,2,22,2.0,IRAN,  ZARAND,14.0,6.4,14880.3624,0.1228,43.255836,612.0,1411.0,4920.921769911504,8000.0,0.0,3.0,4.0,4.0,4.0,0.0
236,2005,3,13,3.0,IRAN,  SARAVAN,54.0,6.0,14880.3624,0.1228,43.255836,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
237,2005,8,9,5.0,IRAN,  FIRUZABAD,10.0,5.1,14880.3624,0.1228,43.255836,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
238,2005,11,27,10.0,IRAN, ZIRANG,10.0,6.0,14880.3624,0.1228,43.255836,13.0,100.0,2.1753684210526316,0.0,0.0,1.0,2.0,2.0,0.0,0.0
239,2005,1,19,6.0,JAPAN,  EAST COAST HONSHU,28.0,6.6,28786.5601,0.1532,350.61282,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
240,2005,3,20,1.0,JAPAN, GENKAI,10.0,6.6,28786.5601,0.1532,350.61282,1.0,500.0,2.1753684210526316,65.0,0.0,1.0,3.0,2.0,2.0,0.0
241,2005,7,23,7.0,JAPAN,  TOKYO,61.0,5.9,28786.5601,0.1532,350.61282,0.0,27.0,0.62625,1.0,0.0,0.0,1.0,1.0,1.0,0.0
242,2005,8,16,2.0,JAPAN,  EAST COAST HONSHU,36.0,7.2,28786.5601,0.1532,350.61282,0.0,56.0,0.62625,1.0,0.0,0.0,2.0,1.0,1.0,0.0
243,2005,11,14,21.0,JAPAN,  EAST COAST HONSHU,11.0,7.0,28786.5601,0.1532,350.61282,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
244,2005,1,20,18.0,NEW ZEALAND,  NORTH ISLAND,39.0,5.3,35796.0388,0.2003,15.695499,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
245,2005,1,23,20.0,INDONESIA,  PALU,11.0,6.3,6068.6845,0.1604,120.89746,1.0,4.0,2.1753684210526316,0.0,0.0,1.0,1.0,2.0,0.0,0.0
246,2005,2,2,5.0,INDONESIA,  GARUT,15.0,4.8,6068.6845,0.1604,120.89746,1.0,69.83928571428571,2.1753684210526316,194.65384615384616,0.0,1.0,2.0,2.0,2.0,0.0
247,2005,3,28,16.0,INDONESIA,  SW,30.0,8.6,6068.6845,0.1604,120.89746,1313.0,340.0,37.36,300.0,0.0,4.0,3.0,4.0,3.0,0.0
248,2005,4,10,10.0,INDONESIA,  PADANG,19.0,6.7,6068.6845,0.1604,120.89746,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
249,2005,7,5,1.0,INDONESIA,  GUNUNGSITOLI,21.0,6.7,6068.6845,0.1604,120.89746,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
250,2005,7,9,23.0,INDONESIA,  DONGGALA,32.0,5.9,6068.6845,0.1604,120.89746,0.0,0.0,0.62625,6.0,0.0,0.0,0.0,1.0,1.0,0.0
251,2005,7,18,2.0,INDONESIA,  TIMOR TENGAH UTARA,10.0,5.3,6068.6845,0.1604,120.89746,0.0,0.0,0.62625,13.126315789473685,0.0,0.0,0.0,1.0,1.0,0.0
252,2005,1,24,23.0,ECUADOR, SALANGO,17.0,6.1,11461.9756,0.1022,55.44377,0.0,0.0,2.1753684210526316,194.65384615384616,0.0,0.0,0.0,2.0,2.0,0.0
253,2005,10,24,17.0,ECUADOR,  BAEZA,35.0,4.8,11461.9756,0.1022,55.44377,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
254,2005,1,25,16.0,CHINA,  SIMAO,12.0,4.8,7040.1673,0.1442,138.99216,0.0,3.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
255,2005,2,14,23.0,CHINA,  WUSHI,22.0,6.1,7040.1673,0.1442,138.99216,0.0,0.0,12.313571428571427,6000.0,0.0,0.0,0.0,3.0,4.0,0.0
256,2005,7,25,15.0,CHINA,  DAQING,48.0,4.7,7040.1673,0.1442,138.99216,1.0,12.0,,0.0,0.0,1.0,1.0,,0.0,0.0
257,2005,8,5,14.0,CHINA,  HUIZE,42.0,4.8,7040.1673,0.1442,138.99216,0.0,9.0,2.1753684210526316,3700.0,0.0,0.0,1.0,2.0,4.0,0.0
258,2005,8,13,4.0,CHINA,  WENSHAN,10.0,4.5,7040.1673,0.1442,138.99216,0.0,26.0,0.62625,194.65384615384616,0.0,0.0,1.0,1.0,2.0,0.0
259,2005,10,27,11.0,CHINA,  GUANGXI PROVINCE,10.0,4.2,7040.1673,0.1442,138.99216,1.0,1.0,0.62625,13.126315789473685,0.0,1.0,1.0,1.0,1.0,0.0
260,2005,11,26,0.0,CHINA, RUICHANG,10.0,5.2,7040.1673,0.1442,138.99216,16.0,8000.0,12.313571428571427,150000.0,0.0,1.0,4.0,3.0,4.0,0.0
261,2005,1,25,16.0,TURKEY,  HAKKARI,41.0,5.9,20405.5455,0.1417,89.2698,2.0,22.0,0.62625,0.0,0.0,1.0,1.0,1.0,0.0,0.0
262,2005,3,12,7.0,TURKEY, KARLIOVA,11.0,5.6,20405.5455,0.1417,89.2698,0.0,16.0,2.1753684210526316,0.0,0.0,0.0,1.0,2.0,0.0,0.0
263,2005,3,14,1.0,TURKEY,  BINGOL PROVINCE,5.0,5.8,20405.5455,0.1417,89.2698,0.0,18.0,12.313571428571427,194.65384615384616,0.0,0.0,1.0,3.0,2.0,0.0
264,2005,7,30,21.0,TURKEY, YENIYAPANSEYHLI,5.0,5.3,20405.5455,0.1417,89.2698,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
265,2005,10,20,21.0,TURKEY,  IZMIR,10.0,5.9,20405.5455,0.1417,89.2698,1.0,15.0,0.62625,194.65384615384616,0.0,1.0,1.0,1.0,2.0,0.0
266,2005,11,26,15.0,TURKEY,  DOGANYOL,9.0,4.4,20405.5455,0.1417,89.2698,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
267,2005,12,24,3.0,TURKEY,  AKHISAR,14.0,4.3,20405.5455,0.1417,89.2698,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
268,2005,1,29,7.0,SPAIN, ZARCILLA DE RAMOS,5.0,4.4,31140.8871,0.215,87.41739,0.0,0.0,2.1753684210526316,0.0,0.0,0.0,0.0,2.0,0.0,0.0
269,2005,2,15,11.0,INDIA,  KHASPUR,35.0,5.1,3963.6076,0.1648,388.35013,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
270,2005,3,14,9.0,INDIA, SATARA,10.0,4.9,3963.6076,0.1648,388.35013,0.0,45.0,2.1753684210526316,0.0,0.0,0.0,1.0,2.0,0.0,0.0
271,2005,3,15,2.0,INDIA,  DHEBEWADI,10.0,4.3,3963.6076,0.1648,388.35013,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
272,2005,7,24,15.0,INDIA,  NICOBAR ISLANDS,16.0,7.2,3963.6076,0.1648,388.35013,0.0,0.0,0.62625,13.126315789473685,0.0,0.0,0.0,1.0,1.0,0.0
273,2005,8,14,6.0,INDIA,  MAHARASHTRA,35.0,4.4,3963.6076,0.1648,388.35013,0.0,0.0,2.1753684210526316,0.0,0.0,0.0,0.0,2.0,0.0,0.0
274,2005,8,16,3.0,INDIA,  UTTARKAHI,43.0,4.4,3963.6076,0.1648,388.35013,0.0,0.0,0.62625,13.126315789473685,0.0,0.0,0.0,1.0,1.0,0.0
275,2005,8,30,8.0,INDIA, KISRULE,10.0,4.7,3963.6076,0.1648,388.35013,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
276,2005,12,14,7.0,INDIA, NANDPRAYAG,44.0,5.3,3963.6076,0.1648,388.35013,1.0,4.0,2.1753684210526316,1.0,0.0,1.0,1.0,2.0,1.0,0.0
277,2005,3,2,11.0,PAKISTAN,  QUETTA,52.0,4.9,6158.4099,0.1519,226.19876,0.0,1.0,0.62625,0.0,0.0,0.0,1.0,1.0,0.0,0.0
278,2005,10,8,3.0,PAKISTAN, BARAMULA,15.0,7.6,6158.4099,0.1519,226.19876,76213.0,146599.0,6680.0,392.7142857142857,0.0,4.0,4.0,4.0,3.0,0.0
279,2005,3,9,10.0,SOUTH AFRICA, STILFONTEIN,5.0,4.3,15249.4,0.0952,40.40686,2.0,58.0,2.1753684210526316,0.0,0.0,1.0,2.0,2.0,0.0,0.0
280,2005,3,9,10.0,SOUTH AFRICA, STILFONTEIN,5.0,4.3,15249.4,0.1016,40.40686,2.0,58.0,2.1753684210526316,0.0,0.0,1.0,2.0,2.0,0.0,0.0
281,2005,3,9,10.0,SOUTH AFRICA, STILFONTEIN,5.0,4.3,15882.472,0.0952,40.40686,2.0,58.0,2.1753684210526316,0.0,0.0,1.0,2.0,2.0,0.0,0.0
282,2005,3,9,10.0,SOUTH AFRICA, STILFONTEIN,5.0,4.3,15882.472,0.1016,40.40686,2.0,58.0,2.1753684210526316,0.0,0.0,1.0,2.0,2.0,0.0,0.0
283,2005,6,13,22.0,CHILE,  TARAPACA,116.0,7.7,18872.3651,0.0747,21.7547,11.0,200.0,,544.0,0.0,1.0,3.0,,3.0,0.0
284,2005,8,14,2.0,CHILE,  TARAPACA,11.0,5.8,18872.3651,0.0747,21.7547,0.0,0.0,0.62625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
285,2005,7,10,13.0,ALBANIA,  TROPOJE,4.0,5.2,8939.6016,0.1881,110.680145,0.0,0.0,0.62625,13.126315789473685,0.0,0.0,0.0,1.0,1.0,0.0
286,2005,9,9,7.0,PAPUA NEW GUINEA,  NEW IRELAND,90.0,7.7,4004.3979,0.1221,14.350634,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
287,2005,9,24,19.0,ETHIOPIA,  DABBAHU,12.0,5.6,1698.5973,0.1735,68.644264,0.0,0.0,2.1753684210526316,0.0,0.0,0.0,0.0,2.0,0.0,0.0
288,2005,9,26,1.0,PERU, TARAPOTA,115.0,7.5,8917.6327,0.0676,21.990047,5.0,60.0,2.1753684210526316,392.7142857142857,0.0,1.0,2.0,2.0,3.0,0.0
289,2005,10,1,22.0,PERU,  MOQUEGUA,20.0,5.3,8917.6327,0.0676,21.990047,0.0,10.0,0.62625,300.0,0.0,0.0,1.0,1.0,3.0,0.0
