,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Total Houses Damaged Description.1,Region,Average Income,p0p50_share,Population density national,preperation_zone,pop_with_water,pop_without_water,pop_total
0,2000,1,11,23.0,43.0,56.4,,,CHINA,CHINA:  LIAONING PROVINCE,40.498,122.994,10.0,5.1,,,,,,30.0,1.0,,3.0,3600.0,4.0,8800.0,4.0,,,,,30.0,1.0,,3.0,3600.0,4.0,8800.0,4.0,4.0,  LIAONING PROVINCE,4836.4401,0.1737,134.6475,164.89999999999992,196.04728070034582,248.92542869824155,20899032.217218265
1,2000,1,14,23.0,37.0,7.8,,,CHINA,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.607,101.063,33.0,5.9,,5.0,1.0,,,2528.0,4.0,73.5,4.0,41000.0,4.0,,,7.0,1.0,,,2528.0,4.0,73.5,4.0,41000.0,4.0,,,,  YAOAN COUNTY,4836.4401,0.1737,134.6475,356.1000000000001,75.74461303337972,76.15557998072198,38290492.52524715
2,2000,6,7,21.0,46.0,55.9,,,CHINA,CHINA:  YUNNAN PROVINCE:  LIUKU; MYANMAR,26.856,97.238,33.0,6.3,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,1.0,,2.0,,,,  LIUKU; MYANMAR,4836.4401,0.1737,134.6475,572.5999999999999,36.68191536032283,38.31801945891998,47881124.211321555
3,2000,8,21,13.0,25.0,44.5,,,CHINA,CHINA:  YUNNAN PROVINCE:  WUDING,25.826,102.194,33.0,4.2,,1.0,1.0,,,406.0,3.0,43.0,4.0,,,,,1.0,1.0,,,406.0,3.0,43.0,4.0,,,,,,  WUDING,4836.4401,0.1737,134.6475,70.20000000000002,67.6480444575015,67.6480444575015,1307027.8669633865
4,2000,2,2,22.0,58.0,1.5,,,IRAN,"IRAN:  BARDASKAN, KASHMAR",35.288,58.218,33.0,5.3,,1.0,1.0,,,15.0,1.0,,2.0,100.0,2.0,100.0,2.0,1.0,1.0,,,15.0,1.0,,2.0,100.0,2.0,300.0,3.0,3.0, KASHMAR,13549.8134,0.1232,40.397152,212.69999999999996,30.027525421062116,30.027525421062116,5372795.096065223
5,2000,3,28,11.0,0.0,22.5,,,JAPAN,JAPAN:  VOLCANO ISLANDS,22.338,143.73,127.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,  VOLCANO ISLANDS,27663.8877,0.1692,347.8844,2061.1999999999994,9.786133810370258,294.1342785582336,166194397.27948016
6,2000,7,1,7.0,1.0,55.5,2340.0,5104.0,JAPAN,JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA,34.221,139.131,10.0,6.1,,1.0,1.0,,,,3.0,,1.0,,,,,1.0,1.0,,,,3.0,,1.0,,,,,,  KOZU-SHIMA,27663.8877,0.1692,347.8844,444.19999999999976,100.87968609436727,416.2244177951365,79458490.03034495
7,2000,7,15,1.0,30.0,30.5,3508.0,,JAPAN,JAPAN:  NEAR S COAST HONSHU:  NII-JIMA,34.319,139.26,10.0,6.1,,,,,,10.0,1.0,,1.0,,,20.0,1.0,,,,,10.0,1.0,,1.0,,,20.0,1.0,1.0,  NII-JIMA,27663.8877,0.1692,347.8844,444.19999999999976,95.02063955222332,393.6022720221185,74675010.25258036
8,2000,7,30,12.0,25.0,45.5,3509.0,,JAPAN,JAPAN:  HONSHU:  S,33.901,139.376,10.0,6.5,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,  S,27663.8877,0.1692,347.8844,701.0,49.54413454969759,340.41373169918745,97175865.50577685
9,2000,10,6,4.0,30.0,19.1,,,JAPAN,"JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI",35.456,133.134,10.0,6.7,9.0,,,,,130.0,3.0,150.0,4.0,104.0,3.0,2230.0,4.0,,,,,130.0,3.0,150.0,4.0,104.0,3.0,2230.0,4.0,4.0, TOTTORI,27663.8877,0.1692,347.8844,829.4000000000001,59.29563392531787,257.63234566775003,162903250.85682935
10,2000,4,5,4.0,36.0,58.8,2922.0,,GREECE,GREECE:  CRETE,34.22,25.69,38.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,  CRETE,28869.5008,0.1655,85.63314,260.5,2.422575596402109,42.891243934696234,652547.3852224685
11,2000,5,4,4.0,21.0,16.2,2338.0,,INDONESIA,"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,",-1.105,123.573,26.0,7.6,,54.0,2.0,,,264.0,3.0,30.0,4.0,23000.0,4.0,,,54.0,2.0,,,264.0,3.0,30.0,4.0,23000.0,4.0,,,,,5279.0083,0.1801,113.112885,2061.1999999999994,15.426384097072347,75.55074428683041,261980743.04868883
12,2000,6,4,16.0,28.0,26.1,,,INDONESIA,"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO",-4.721,102.087,33.0,7.9,6.0,103.0,3.0,,,2174.0,4.0,6.0,3.0,,,,,103.0,3.0,,,2174.0,4.0,6.0,3.0,,,,,, ENGGANO,5279.0083,0.1801,113.112885,2580.8000000000006,15.020874929247727,95.7638177421757,399862299.80154335
13,2000,6,7,23.0,45.0,26.6,,,INDONESIA,INDONESIA:  SOUTHERN SUMATERA:  LAHAT,-4.612,101.905,33.0,6.7,,1.0,1.0,,,,,,2.0,,,600.0,3.0,1.0,1.0,,,,,,2.0,,,600.0,3.0,3.0,  LAHAT,5279.0083,0.1801,113.112885,829.4000000000001,32.49322633636513,167.45907495765348,89214994.39721459
14,2000,7,12,1.0,10.0,42.6,,,INDONESIA,"INDONESIA: JAWA:BANDUNG,CIBADAK,CIMANDIRI,KADUDAMPIT",-6.675,106.845,33.0,5.4,,,,,,6.0,1.0,,2.0,,,225.0,3.0,,,,,6.0,1.0,,2.0,,,225.0,3.0,3.0,KADUDAMPIT,5279.0083,0.1801,113.112885,236.60000000000008,256.4761060011702,790.4635401393577,57017716.077332154
15,2000,5,7,23.0,10.0,54.1,,,TURKEY,"TURKEY:  DOGANYOL, PUTURGE",38.164,38.777,5.0,4.1,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,2.0,,,200.0,3.0,3.0, PUTURGE,17787.5825,0.1232,83.304375,61.349999999999966,58.780210843440095,59.46413024780535,853488.6614467502
16,2000,6,6,2.0,41.0,49.8,,,TURKEY,"TURKEY:  CERKES, CUBUK, ORTA",40.693,32.992,10.0,6.0,7.0,2.0,1.0,,,80.0,2.0,,3.0,,,,,2.0,1.0,,,80.0,2.0,,3.0,,,4600.0,4.0,4.0, ORTA,17787.5825,0.1232,83.304375,380.0,30.002815950296704,46.6591835241269,17306824.35276915
17,2000,12,15,16.0,44.0,47.6,,,TURKEY,TURKEY:  AFYON-BOLVADIN,38.457,31.351,10.0,6.0,7.0,6.0,1.0,,,41.0,1.0,,1.0,,,,,6.0,1.0,,,41.0,1.0,,1.0,,,,2.0,2.0,  AFYON-BOLVADIN,17787.5825,0.1232,83.304375,380.0,59.761917153023724,77.910653618303,34427704.99543106
18,2000,5,17,3.0,25.0,48.7,,,TAIWAN,TAIWAN:  TAI-CHUNG COUNTY,24.223,121.058,10.0,5.4,,3.0,1.0,,,13.0,1.0,,1.0,,,,,3.0,1.0,,,13.0,1.0,,1.0,,,,,,  TAI-CHUNG COUNTY,29867.0978,0.1306,626.79297,236.60000000000008,127.05596044632816,524.5696960722829,28126377.964003664
19,2000,6,10,18.0,23.0,29.3,,,TAIWAN,TAIWAN:  NAN-TOU,23.843,121.225,33.0,6.4,,2.0,1.0,,,36.0,1.0,,1.0,,,,,2.0,1.0,,,36.0,1.0,,1.0,,,,,,  NAN-TOU,29867.0978,0.1306,626.79297,636.8000000000002,63.53963561536196,276.6177432891078,102563773.62124881
20,2000,6,17,15.0,40.0,41.7,,,ICELAND,"ICELAND:  VESTMANNAEYJAR, HELLA",63.966,-20.487,10.0,6.5,,,,,,1.0,1.0,20.0,3.0,11.0,1.0,11.0,1.0,,,,,1.0,1.0,20.0,3.0,11.0,1.0,19.0,1.0,1.0, HELLA,41900.1627,0.2197,2.7915204,701.0,0.13928502982393656,1.0043536815624043,273583.93415023584
21,2000,6,21,0.0,51.0,46.8,,,ICELAND,"ICELAND:  GRIMSNES, SELFOSS, EYRARBAKKI, STOKKSEYRI",63.98,-20.758,10.0,6.5,,,,,,,,12.0,3.0,12.0,1.0,12.0,1.0,,,,,,,12.0,3.0,12.0,1.0,,,, STOKKSEYRI,41900.1627,0.2197,2.7915204,701.0,0.13882012772575095,1.0252372756801271,272476.2855202317
22,2000,6,18,14.0,44.0,13.3,2341.0,,AUSTRALIA,"AUSTRALIA:  S, COCOS ISLANDS",-13.802,97.453,10.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,, COCOS ISLANDS,36942.8974,0.1796,2.4724286,2580.8000000000006,8.606798942859019,83.34019291257994,229116774.85044193
23,2000,7,6,19.0,30.0,20.3,,,NICARAGUA,NICARAGUA:  MASAYA,11.884,-85.988,33.0,5.4,,7.0,1.0,,,42.0,1.0,,3.0,357.0,3.0,1130.0,4.0,7.0,1.0,,,42.0,1.0,,3.0,357.0,3.0,1130.0,4.0,4.0,  MASAYA,6037.2429,0.085,42.572903,236.60000000000008,32.05516554366446,51.354425294442684,7111149.979372067
24,2000,7,16,3.0,21.0,45.5,,,PHILIPPINES,"PHILIPPINES:  BASCO, MOUNT IRADA, BATAN ISLANDS",20.253,122.043,33.0,6.4,,,,,,6.0,1.0,,2.0,,,,3.0,,,,,6.0,1.0,,2.0,,,,3.0,3.0, BATAN ISLANDS,6366.5475,0.1174,261.45563,636.8000000000002,34.46360899450723,291.3492436950953,55673926.97769576
25,2000,10,2,2.0,25.0,31.3,,,TANZANIA,"TANZANIA:  NKANSI, RUKWA",-7.977,30.709,34.0,6.5,,,,,,6.0,1.0,,1.0,7.0,1.0,150.0,3.0,,,,,6.0,1.0,,1.0,7.0,1.0,150.0,3.0,3.0, RUKWA,2057.8272,0.1465,38.906868,701.0,22.537928913840926,23.835369967771854,44237469.41001588
26,2000,11,16,4.0,54.0,55.9,2352.0,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK",-4.001,152.327,17.0,8.0,,2.0,1.0,,,,,,2.0,,3.0,,,2.0,1.0,,,,,,2.0,,3.0,,,, DUKE OF YORK,4513.9787,0.1149,12.163362,2754.0,0.3445220152825099,2.2540350501212036,10448336.039051427
27,2000,11,16,7.0,42.0,16.9,,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN",-5.233,153.102,30.0,7.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, NEW BRITAIN,4513.9787,0.1149,12.163362,2407.6,0.3889357868879715,2.6417937506116727,9011557.394192757
28,2000,11,17,21.0,1.0,56.4,,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN,-5.496,151.781,33.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,  NEW BRITAIN,4513.9787,0.1149,12.163362,2407.6,0.401438968311427,2.462455495018084,9301253.382080672
29,2000,11,25,18.0,9.0,11.4,,,AZERBAIJAN,AZERBAIJAN:  BAKU,40.245,49.946,50.0,6.8,,31.0,1.0,,,430.0,3.0,,1.0,,,,,31.0,1.0,,,430.0,3.0,,1.0,,,,,,  BAKU,4401.8681,0.1539,99.09669,893.5999999999999,27.564453251992887,34.80390474164172,87875752.61188585
30,2000,12,6,17.0,11.0,6.4,,,TURKMENISTAN,TURKMENISTAN:  NEBITDAG-TURKMENBASHI,39.566,54.799,30.0,7.0,,11.0,1.0,,,,2.0,,1.0,,,,,11.0,1.0,,,,2.0,,1.0,,,,,,  NEBITDAG-TURKMENBASHI,6523.8779,0.13,9.723012,1022.0,18.63984116029691,22.225538024074712,77761801.19157362
31,2001,1,1,6.0,57.0,4.1,,,PHILIPPINES,PHILIPPINES:  MINDANAO,6.898,126.579,33.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,  MINDANAO,6352.8837,0.117,267.0493,1888.0,13.202620905839769,83.20796176911954,188145599.54628286
32,2001,1,26,3.0,16.0,42.8,,,INDIA,"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.388,70.326,17.0,7.6,10.0,20005.0,4.0,,,166836.0,4.0,2623.0,4.0,339000.0,4.0,339000.0,4.0,20005.0,4.0,,,166836.0,4.0,2623.0,4.0,339000.0,4.0,,,, RAJOKOT; PAKISTAN,3449.1315,0.1814,362.9001,2061.1999999999994,69.29824934830397,122.78199779663674,1176867290.6107302
33,2001,2,13,14.0,22.0,5.8,,,EL SALVADOR,EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,13.671,-88.938,10.0,6.6,6.0,315.0,3.0,,,3399.0,4.0,348.5,4.0,41302.0,4.0,15706.0,4.0,315.0,3.0,,,3399.0,4.0,348.5,4.0,41302.0,4.0,15706.0,4.0,4.0, SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,9270.9013,0.071,289.00107,765.1999999999998,17.624765107358215,52.67339210493282,41176950.21750229
34,2001,5,8,18.0,2.0,16.9,,,EL SALVADOR,EL SALVADOR:  CONCHAGUA,13.605,-88.795,10.0,5.7,,1.0,1.0,,,,,,2.0,84.0,2.0,70.0,2.0,1.0,1.0,,,,,,2.0,84.0,2.0,70.0,2.0,2.0,  CONCHAGUA,9270.9013,0.071,289.00107,308.30000000000007,56.58270892508726,104.8565350313703,21366196.7172022
35,2001,2,23,0.0,9.0,23.6,,,CHINA,"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",29.513,101.129,33.0,5.6,,3.0,1.0,,,109.0,3.0,,3.0,60000.0,4.0,60000.0,4.0,3.0,1.0,,,109.0,3.0,,3.0,60000.0,4.0,,,, YAJIANG,5089.5601,0.1681,135.56787,284.3999999999999,25.0821859673094,27.211529245725508,8063646.884444332
36,2001,5,23,21.0,10.0,43.9,,,CHINA,CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN,27.689,101.003,33.0,5.5,,2.0,1.0,,,605.0,3.0,36.0,4.0,,,,,2.0,1.0,,,605.0,3.0,36.0,4.0,,,,,,  YANYUAN,5089.5601,0.1681,135.56787,260.5,43.40692474201876,44.536028581029804,11692132.655434916
37,2001,7,14,18.0,36.0,8.3,,,CHINA,CHINA:  YUNNAN PROVINCE:  JIANGCHUAN,24.455,102.66,33.0,4.3,,,,,,2.0,1.0,,1.0,150.0,3.0,150.0,3.0,,,,,2.0,1.0,,1.0,150.0,3.0,,,,  JIANGCHUAN,5089.5601,0.1681,135.56787,79.04999999999998,247.0737261913375,253.2169255702581,6090120.276890278
38,2001,10,27,5.0,35.0,39.7,,,CHINA,CHINA:  YUNNAN PROVINCE:  YONGSHENG,26.316,100.648,10.0,5.6,,1.0,1.0,,,220.0,3.0,,2.0,3400.0,4.0,3400.0,4.0,1.0,1.0,,,220.0,3.0,,2.0,3400.0,4.0,,,,  YONGSHENG,5089.5601,0.1681,135.56787,284.3999999999999,72.41793878985735,72.77378421156877,23281570.723612446
39,2001,11,14,9.0,26.0,10.0,,,CHINA,CHINA:  QINGHAI PROVINCE:  XIDATAN,35.946,90.541,10.0,7.8,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,1.0,,2.0,,,,  XIDATAN,5089.5601,0.1681,135.56787,2407.6,70.47684394151256,84.89241954361081,1632933110.1728666
40,2001,3,24,6.0,27.0,53.5,,,JAPAN,"JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,50.0,6.8,9.0,2.0,1.0,,,161.0,3.0,500.0,4.0,,,3700.0,4.0,2.0,1.0,,,161.0,3.0,500.0,4.0,,,3700.0,4.0,4.0, KAGAMA,27626.2481,0.1646,348.60284,893.5999999999999,53.59502881380466,263.18410311439965,170670153.55583212
41,2001,6,1,14.0,0.0,43.6,,,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  PARVAN,35.169,69.389,62.0,5.0,,4.0,1.0,,,20.0,1.0,,1.0,,2.0,,2.0,4.0,1.0,,,20.0,1.0,,,,2.0,,,,  PARVAN,1640.3868,0.1717,30.186644,141.0,76.95896891162754,76.9609182516372,6076757.144231021
42,2001,6,23,20.0,33.0,14.1,2373.0,,PERU,"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,33.0,8.4,8.0,77.0,2.0,68.0,2.0,2713.0,4.0,,4.0,22399.0,4.0,,,103.0,3.0,138.0,3.0,2713.0,4.0,200.0,4.0,25399.0,4.0,,,, AYACUCHO,8352.449,0.0579,21.1054,4617.600000000001,5.590298867441573,20.652420145812766,476563413.44803184
43,2001,7,5,13.0,53.0,48.3,,,PERU,"PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA",-16.086,-73.987,62.0,6.6,,,,,,,,,2.0,300.0,3.0,,,,,,,,,,2.0,300.0,3.0,,,, PARINACOTA,8352.449,0.0579,21.1054,765.1999999999998,8.14319235765936,17.413202360235058,19025038.023507856
44,2001,7,7,9.0,38.0,43.5,,,PERU,"PERU:  AREQUIPA, ARICA",-17.543,-72.077,33.0,7.6,,1.0,1.0,,,30.0,1.0,,2.0,200.0,3.0,,,1.0,1.0,,,30.0,1.0,,2.0,200.0,3.0,,,, ARICA,8352.449,0.0579,21.1054,2061.1999999999994,5.47543872271294,10.16636226540724,93009974.4283087
45,2001,8,9,2.0,6.0,59.9,,,PERU,PERU:  ANTABAMA,-14.258,-72.683,33.0,5.8,,4.0,1.0,,,15.0,1.0,,2.0,,3.0,,,4.0,1.0,,,15.0,1.0,,2.0,,3.0,,,,  ANTABAMA,8352.449,0.0579,21.1054,332.19999999999993,11.027754295539623,12.273725845903128,4847458.927936057
46,2001,6,25,13.0,28.0,46.5,,,TURKEY,TURKEY:  OSMANIYE,37.238,36.206,5.0,5.5,,,,,,130.0,3.0,,1.0,,,,,,,,,130.0,3.0,,1.0,,,66.0,2.0,2.0,  OSMANIYE,15806.8603,0.1235,84.549736,260.5,67.96302083308379,80.98017722527851,18271314.446807913
47,2001,7,26,0.0,21.0,36.9,,,GREECE,GREECE:  SKYROS,39.059,24.244,10.0,6.5,,,,,,,,,1.0,,,100.0,2.0,,,,,,,,1.0,,,100.0,2.0,2.0,  SKYROS,29758.1988,0.1687,85.89745,701.0,34.05537527812458,70.9918356230625,66843924.6512782
48,2001,10,12,5.0,2.0,34.0,5609.0,,CANADA,CANADA:  QUEEN CHARLOTTE ISLANDS,52.63,-132.2,20.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,  QUEEN CHARLOTTE ISLANDS,37690.2068,0.1737,3.5275714,444.19999999999976,0.09184034885383408,0.5930317165527051,72338.60181681553
49,2001,10,19,3.0,28.0,44.4,,,INDONESIA,INDONESIA:  BANDA SEA,-4.102,123.907,33.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,  BANDA SEA,5532.0786,0.1752,114.71919,1888.0,11.21509807782911,46.83132586324864,159779820.05011964
50,2001,12,18,4.0,2.0,58.2,2404.0,,TAIWAN,TAIWAN,23.954,122.734,14.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,TAIWAN,28678.9101,0.1176,630.70105,893.5999999999999,61.939856958483205,285.63084057259863,197464883.38221404
51,2001,12,19,7.0,54.0,7.9,,,BANGLADESH,BANGLADESH:  DHAKA,23.632,90.376,10.0,4.5,6.0,,,,,100.0,2.0,,1.0,,,,2.0,,,,,100.0,2.0,,1.0,,,,2.0,2.0,  DHAKA,3290.3125,0.1582,1011.52716,96.75,1092.176600019574,1123.7187169053805,39843694.54531407
52,2002,1,9,6.0,45.0,57.5,,,TAJIKISTAN,TAJIKISTAN:  ROGHUN,38.673,69.902,33.0,5.3,,3.0,1.0,,,50.0,1.0,,2.0,,,209.0,3.0,3.0,1.0,,,50.0,1.0,,2.0,,,209.0,3.0,3.0,  ROGHUN,2136.5237,0.1617,47.134216,212.69999999999996,47.546518281950384,47.688307368796,8507450.9696711
53,2002,2,3,20.0,59.0,27.6,,,TAJIKISTAN,TAJIKISTAN:  ROGHUN,38.773,69.924,44.0,4.9,,,,,,,2.0,,1.0,,,,2.0,,,,,,2.0,,1.0,,,,2.0,2.0,  ROGHUN,2136.5237,0.1617,47.134216,132.15000000000003,28.254870658551603,28.27244667102618,1954361.1485813558
54,2002,1,10,11.0,14.0,56.9,,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  AITAPE,-3.212,142.427,11.0,6.7,,1.0,1.0,,,,,,2.0,200.0,3.0,,,1.0,1.0,,,,,,2.0,200.0,3.0,,,,  AITAPE,4110.1768,0.1178,13.011969,829.4000000000001,2.178768727504165,7.176988051452734,5985744.397684558
55,2002,9,8,18.0,44.0,25.5,2398.0,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK",-3.26,142.94,13.0,7.6,,4.0,1.0,,,70.0,2.0,,3.0,,1.0,873.0,3.0,4.0,1.0,,,70.0,2.0,,3.0,,1.0,873.0,3.0,3.0, WEWAK,4110.1768,0.1178,13.011969,2061.1999999999994,0.7719001488244902,4.254565396075375,13108903.115332888
56,2002,1,14,15.0,36.0,26.4,,,CHILE,"CHILE: NORTHERN: CUYA, HUARA, IQUIQUE, POZO ALMONTE",-19.384,-69.231,33.0,5.6,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,1.0, POZO ALMONTE,17616.8122,0.0792,21.107092,284.3999999999999,4.188537105795179,5.914043680464606,1346568.6056049862
57,2002,4,1,19.0,59.0,32.4,,,CHILE,"CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE",-29.67,-71.384,71.0,6.4,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, OVALLE,17616.8122,0.0792,21.107092,636.8000000000002,7.470954268460938,15.217030821930189,12068885.834396806
58,2002,4,18,16.0,8.0,36.7,,,CHILE,"CHILE:  COPIAPO, TALTAL",-27.535,-70.586,62.0,6.6,,,,,,19.0,1.0,,2.0,34.0,1.0,575.0,3.0,,,,,19.0,1.0,,2.0,34.0,1.0,575.0,3.0,3.0, TALTAL,17616.8122,0.0792,21.107092,765.1999999999998,7.160326473089092,13.478945662282102,16739704.802173076
59,2002,1,17,20.0,1.0,29.2,,,RWANDA,RWANDA:  GISENYI,-1.684,29.077,15.0,4.7,,,1.0,,,,,,2.0,307.0,,,,1001.0,2.0,,,400.0,3.0,,3.0,307.0,3.0,,,,  GISENYI,1804.1358,0.0968,339.3721,114.45000000000002,179.05684071542817,192.1229381629033,9185974.042382896
60,2002,1,30,8.0,42.0,3.4,,,MEXICO,"MEXICO:  VERACRUZ:  SAN ANDRES TUXTLA, TUXTEPEC",18.194,-95.908,109.0,5.9,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.0, TUXTEPEC,19994.2725,0.0624,51.913414,356.1000000000001,40.888966058589766,70.83358238776877,20670231.010904357
61,2002,2,22,19.0,32.0,41.7,,,MEXICO,"MEXICO:  MEXICALI, BAJA CALIFORNIA",32.319,-115.322,7.0,5.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, BAJA CALIFORNIA,19994.2725,0.0624,51.913414,260.5,31.39028751819194,72.72518023667365,8471610.79540964
62,2002,9,25,18.0,14.0,48.5,,,MEXICO,MEXICO:  ACAPULCO,16.87,-100.113,6.0,5.3,,,,,,2.0,1.0,,1.0,,,,2.0,,,,,2.0,1.0,,1.0,,,,2.0,2.0,  ACAPULCO,19994.2725,0.0624,51.913414,212.69999999999996,18.3088174989175,39.470945718792855,3268233.776461767
63,2002,2,3,7.0,11.0,28.4,,,TURKEY,TURKEY:  AFYON,38.573,31.271,5.0,6.5,,44.0,1.0,,,318.0,3.0,,2.0,,,,,44.0,1.0,,,318.0,3.0,,2.0,,,622.0,3.0,3.0,  AFYON,16879.6717,0.1237,85.74076,701.0,39.3669469917308,80.53074705479119,77214329.82958078
64,2002,2,17,13.0,3.0,52.7,,,IRAN,IRAN:  BAGHAN,28.093,51.755,33.0,5.4,,1.0,1.0,,,30.0,1.0,,2.0,,,,,1.0,1.0,,,30.0,1.0,,2.0,,,,3.0,3.0,  BAGHAN,14097.9575,0.1231,41.495914,236.60000000000008,27.766780244837673,56.31929540467056,6159810.296295034
65,2002,4,24,19.0,48.0,7.1,,,IRAN,IRAN:  WESTERN:  KERMANSHAH,34.642,47.4,33.0,5.4,,2.0,1.0,,,56.0,2.0,,4.0,,4.0,,4.0,2.0,1.0,,,56.0,2.0,,4.0,,4.0,,,,  KERMANSHAH,14097.9575,0.1231,41.495914,236.60000000000008,39.59853270251428,39.60423340903974,8803229.002161354
66,2002,6,22,2.0,58.0,21.3,,,IRAN,IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU,35.626,49.047,10.0,6.5,8.0,261.0,3.0,,,1300.0,4.0,300.0,4.0,,4.0,,4.0,261.0,3.0,,,1300.0,4.0,300.0,4.0,,4.0,,4.0,4.0,  AB GARM-ABHAR-AVAJ-SHIRIN SU,14097.9575,0.1231,41.495914,701.0,46.15533968911988,55.5590843774102,90529083.26623973
67,2002,9,2,1.0,0.0,3.2,,,IRAN,"IRAN: KAK, RAZAN, SIZAN",35.701,48.838,10.0,5.2,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0, SIZAN,14097.9575,0.1231,41.495914,188.80000000000004,44.99997781303745,45.0765879785619,6328121.879958391
68,2002,9,25,22.0,28.0,11.9,,,IRAN,IRAN:  MASJED-E SOLEYMAN,31.995,49.329,10.0,5.6,,,,,,5.0,1.0,,2.0,,,,,,,,,5.0,1.0,,2.0,,,,3.0,3.0,  MASJED-E SOLEYMAN,14097.9575,0.1231,41.495914,284.3999999999999,47.399742485271894,49.35577173567951,15238495.811847577
69,2002,12,24,17.0,3.0,2.9,,,IRAN,IRAN:  KERMANSHAH,34.594,47.454,33.0,5.2,,,,,,15.0,1.0,,3.0,3000.0,4.0,3000.0,4.0,,,,,15.0,1.0,,3.0,3000.0,4.0,,,,  KERMANSHAH,14097.9575,0.1231,41.495914,188.80000000000004,47.8097728436027,47.81112918769313,6741177.970947981
70,2002,3,3,12.0,8.0,19.7,,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ",36.502,70.482,226.0,7.4,,166.0,3.0,,,,2.0,,3.0,300.0,3.0,300.0,3.0,166.0,3.0,,,,2.0,,3.0,300.0,3.0,400.0,3.0,3.0, RUSTAQ,2096.7658,0.1717,32.197628,1714.8000000000006,58.53820922638346,66.12895392289361,687291377.782464
71,2002,3,25,14.0,56.0,33.8,,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",36.062,69.315,8.0,6.1,,1000.0,3.0,,,200.0,3.0,,4.0,1500.0,4.0,1500.0,4.0,1000.0,3.0,,,200.0,3.0,,4.0,1500.0,4.0,,,, NAHRIN,2096.7658,0.1717,32.197628,444.19999999999976,63.328741100795554,63.35922794707355,49881262.90048822
72,2002,12,25,19.0,13.0,42.7,,,AFGHANISTAN,AFGHANISTAN:  JALALABAD,35.704,69.868,91.0,5.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,  JALALABAD,2096.7658,0.1717,32.197628,260.5,78.93220462695449,78.9342559253662,21261257.570521086
