,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Country,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Total Houses Damaged Description.1,Region,Average Income,p0p50_share,Population density national,preperation_zone,pop_with_water,pop_without_water,pop_total
219,2004,11,8,2.0,15.0,58.8,,,JAPAN,JAPAN:  HONSHU:  NIIGATA PREFECTURE,37.396,138.862,10.0,5.5,,,,,,8.0,1.0,,1.0,,,,,,,,,8.0,1.0,,1.0,,,,,,  NIIGATA PREFECTURE,28468.9155,0.1531,350.26416,260.5,209.88781550329568,341.05044894873726,56535591.87178323
220,2004,11,28,18.0,32.0,14.1,2921.0,,JAPAN,"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO",43.006,145.119,39.0,7.0,,,,,,24.0,1.0,,1.0,,,,1.0,,,,,24.0,1.0,,1.0,,,,1.0,1.0, NEMOURO,28468.9155,0.1531,350.26416,1022.0,18.78167334415097,107.35376805046586,78391868.50581118
221,2004,12,6,14.0,15.0,11.8,,,JAPAN,JAPAN:  HOKKAIDO:  KUSHIRO,42.9,145.228,35.0,6.8,,,,,,4.0,1.0,,,,,,,,,,,4.0,1.0,,,,,,,,  KUSHIRO,28468.9155,0.1531,350.26416,893.5999999999999,18.019188876329295,115.51694042482423,57413190.07748231
222,2004,12,14,5.0,56.0,10.0,,,JAPAN,"JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE",44.119,141.793,10.0,5.8,,,,,,3.0,1.0,,1.0,,,,,,,,,3.0,1.0,,1.0,,,,,, TOMAMAE,28468.9155,0.1531,350.26416,332.19999999999993,12.79824862189127,44.125421638334956,5634198.587312438
223,2004,9,7,11.0,53.0,6.1,,,ARGENTINA,ARGENTINA: CATAMARCA,-28.573,-65.84,22.0,6.1,,1.0,1.0,,,,2.0,,1.0,,2.0,,2.0,1.0,1.0,,,,2.0,,1.0,,2.0,,,, CATAMARCA,15267.0028,0.1156,14.129769,444.19999999999976,7.7093336175427,7.787178780620529,6065464.7009404525
224,2004,9,21,13.0,32.0,30.8,,,POLAND,"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK",54.841,19.912,10.0,4.8,6.0,,,,,3.0,1.0,,1.0,,,,,,,,,3.0,1.0,,1.0,,,,,, SVETLOGORSK,15989.3665,0.208,126.089645,123.29999999999998,20.585407154640613,51.08240043343713,1245746.4993702313
225,2004,10,1,8.0,1.0,1.3,,,NICARAGUA,"NICARAGUA:  CHINANDEGA, LEON",11.989,-86.52,87.0,5.6,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, LEON,6208.643,0.0879,44.75835,284.3999999999999,31.738599050723234,57.39846581059562,10203610.470217962
226,2004,10,27,20.0,34.0,36.8,,,ROMANIA,"ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN",45.787,26.622,96.0,5.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  NORTHERN,13286.799,0.1712,92.52995,332.19999999999993,52.40309156616587,55.259976951670644,23000031.3069396
227,2004,11,2,10.0,2.0,12.8,3012.0,,CANADA,CANADA:  VANCOUVER ISLAND,49.277,-128.772,10.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,  VANCOUVER ISLAND,39621.2169,0.1701,3.6309886,765.1999999999998,3.2800459144404117,14.009858790900163,7663210.630458107
228,2004,11,15,9.0,6.0,56.5,,,COLOMBIA,"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO",4.695,-77.508,15.0,7.2,,,,,,10.0,1.0,,3.0,154.0,3.0,,,,,,,10.0,1.0,,3.0,154.0,3.0,,,, CERRITO,11318.5112,0.0705,37.537876,1368.4000000000003,13.3065008119476,28.398791416913785,99499226.75633006
229,2004,11,20,8.0,7.0,22.0,,,COSTA RICA,"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS",9.602,-84.172,16.0,6.4,,8.0,1.0,,,,2.0,,3.0,526.0,3.0,,,8.0,1.0,,,,2.0,,3.0,526.0,3.0,,,, QUEPOS,15440.5735,0.094,83.290306,636.8000000000002,12.676411488442378,56.75563796314005,20461883.132299032
230,2004,11,24,22.0,59.0,40.0,,,ITALY,ITALY:  NORTHERN:  BRESCIA,45.626,10.559,17.0,5.1,,,,,,9.0,1.0,,2.0,,3.0,,,,,,,9.0,1.0,,2.0,,3.0,,,,  BRESCIA,35840.7069,0.1698,195.6623,164.89999999999992,116.4699479190431,138.25198220549453,12454015.06103536
231,2004,12,5,1.0,52.0,37.2,,,GERMANY,"GERMANY:  EMMENDINGEN, FREIBURG IM BREISGAU",48.115,8.077,10.0,4.8,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, FREIBURG IM BREISGAU,37131.3261,0.1496,232.59587,123.29999999999998,165.8262476351424,166.6787319451325,9953720.514299423
232,2004,12,9,8.0,49.0,0.2,,,INDIA,"INDIA:  HAILAKANDI, CACHAR",24.757,92.539,35.0,5.4,,,,,,,2.0,,1.0,,,,,,,,,,2.0,,1.0,,,,,, CACHAR,3772.1853,0.169,382.1702,236.60000000000008,269.2263813637343,270.2523854179136,59852255.29373449
233,2004,12,23,14.0,59.0,4.4,3014.0,,AUSTRALIA,AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,10.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,  MACQUARIE ISLAND,39753.333,0.1807,2.590355,3219.8999999999983,0.6882985144529148,5.536002622194194,22314663.305608533
234,2005,1,10,18.0,47.0,30.1,,,IRAN,IRAN:  GORGAN,37.103,54.574,32.0,5.4,,,,,,110.0,3.0,,,,,,,,,,,110.0,3.0,,,,,,,,  GORGAN,14880.3624,0.1228,43.255836,236.60000000000008,19.840803031689337,24.476594385391323,4401503.5853529945
235,2005,2,22,2.0,25.0,22.9,,,IRAN,IRAN:  KERMAN PROVINCE:  ZARAND,30.754,56.816,14.0,6.4,,612.0,3.0,,,1411.0,4.0,,4.0,8000.0,4.0,8000.0,4.0,612.0,3.0,,,1411.0,4.0,,4.0,8000.0,4.0,,,,  ZARAND,14880.3624,0.1228,43.255836,636.8000000000002,14.292422096629847,15.506478150747942,23106730.312686633
236,2005,3,13,3.0,31.0,23.0,,,IRAN,IRAN:  SARAVAN,27.095,61.887,54.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  SARAVAN,14880.3624,0.1228,43.255836,380.0,6.105389745118799,7.77592488783619,3521833.020574328
237,2005,8,9,5.0,9.0,20.8,,,IRAN,IRAN:  FIRUZABAD,28.85,52.56,10.0,5.1,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  FIRUZABAD,14880.3624,0.1228,43.255836,164.89999999999992,36.34907938049408,39.04850165342387,3886770.7090768516
238,2005,11,27,10.0,22.0,19.1,,,IRAN,"IRAN:  QESHM, ZIRANG",26.774,55.858,10.0,6.0,,13.0,1.0,,,100.0,2.0,,2.0,,,,,13.0,1.0,,,100.0,2.0,,2.0,,,,,, ZIRANG,14880.3624,0.1228,43.255836,380.0,17.199037656749766,25.37107435462022,9908038.812338062
239,2005,1,19,6.0,11.0,36.4,2466.0,,JAPAN,JAPAN:  EAST COAST HONSHU,34.064,141.491,28.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,  EAST COAST HONSHU,28786.5601,0.1532,350.61282,765.1999999999998,39.02701465886995,340.1562852829733,91298627.28252059
240,2005,3,20,1.0,53.0,41.8,,,JAPAN,"JAPAN:  KYUSHU:  FUKUOKA, GENKAI",33.807,130.131,10.0,6.6,,1.0,1.0,,,500.0,3.0,,2.0,65.0,2.0,,,1.0,1.0,,,500.0,3.0,,2.0,65.0,2.0,,,, GENKAI,28786.5601,0.1532,350.61282,765.1999999999998,48.46097065594545,258.64890048664097,113368140.9233991
241,2005,7,23,7.0,34.0,56.7,,,JAPAN,JAPAN:  HONSHU:  TOKYO,35.498,139.982,61.0,5.9,,,,,,27.0,1.0,,1.0,1.0,1.0,,,,,,,27.0,1.0,,1.0,1.0,1.0,,,,  TOKYO,28786.5601,0.1532,350.61282,356.1000000000001,118.12534787942005,385.5302828203224,59798831.107694566
242,2005,8,16,2.0,46.0,28.4,2548.0,,JAPAN,JAPAN:  EAST COAST HONSHU,38.276,142.039,36.0,7.2,,,,,,56.0,2.0,,1.0,1.0,1.0,,,,,,,56.0,2.0,,1.0,1.0,1.0,,,,  EAST COAST HONSHU,28786.5601,0.1532,350.61282,1368.4000000000003,17.141172307243597,99.27744881770681,128172944.51569092
243,2005,11,14,21.0,38.0,51.4,2590.0,,JAPAN,JAPAN:  EAST COAST HONSHU,38.107,144.896,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,  EAST COAST HONSHU,28786.5601,0.1532,350.61282,1022.0,19.01411436729162,189.19088238333072,79323196.40215337
244,2005,1,20,18.0,56.0,30.7,,,NEW ZEALAND,NEW ZEALAND:  NORTH ISLAND,-41.223,175.21,39.0,5.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  NORTH ISLAND,35796.0388,0.2003,15.695499,212.69999999999996,4.758952967592686,13.957250382543513,853527.7326436834
245,2005,1,23,20.0,10.0,12.1,,,INDONESIA,INDONESIA:  SULAWESI:  PALU,-1.198,119.933,11.0,6.3,,1.0,1.0,,,4.0,1.0,,2.0,,,,,1.0,1.0,,,4.0,1.0,,2.0,,,,,,  PALU,6068.6845,0.1604,120.89746,572.5999999999999,14.187021092006502,41.18575527721971,18534619.518630803
246,2005,2,2,5.0,55.0,18.2,,,INDONESIA,INDONESIA:  JAVA:  GARUT,-7.037,107.819,15.0,4.8,,1.0,1.0,,,,2.0,,2.0,,2.0,,2.0,1.0,1.0,,,,2.0,,2.0,,2.0,,,,  GARUT,6068.6845,0.1604,120.89746,123.29999999999998,698.3127006464756,1037.635983312528,41745133.24464631
247,2005,3,28,16.0,9.0,36.5,2487.0,,INDONESIA,INDONESIA:  SUMATERA:  SW,2.085,97.108,30.0,8.6,,1303.0,4.0,,,340.0,3.0,37.36,4.0,300.0,3.0,300.0,3.0,1313.0,4.0,,,340.0,3.0,37.36,4.0,300.0,3.0,,,,  SW,6068.6845,0.1604,120.89746,5549.399999999999,29.541545097439002,91.48262983734179,3637846570.4258757
248,2005,4,10,10.0,29.0,11.2,2507.0,,INDONESIA,INDONESIA:  PADANG,-1.644,99.607,19.0,6.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,  PADANG,6068.6845,0.1604,120.89746,829.4000000000001,25.160322274661308,100.60049679031685,69123104.34711066
249,2005,7,5,1.0,52.0,2.9,,,INDONESIA,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.819,97.082,21.0,6.7,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  GUNUNGSITOLI,6068.6845,0.1604,120.89746,829.4000000000001,22.731339119546906,96.27946871441115,62449944.351165935
250,2005,7,9,23.0,59.0,17.0,,,INDONESIA,INDONESIA:  SULAWESI:  DONGGALA,-1.174,119.963,32.0,5.9,,,,,,,,,1.0,6.0,1.0,6.0,1.0,,,,,,,,1.0,6.0,1.0,,,,  DONGGALA,6068.6845,0.1604,120.89746,356.1000000000001,15.847562902532509,41.954931161612514,8000008.2288274355
251,2005,7,18,2.0,4.0,59.8,,,INDONESIA,INDONESIA:  TIMOR:  TIMOR TENGAH UTARA,-9.948,124.48,10.0,5.3,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,  TIMOR TENGAH UTARA,6068.6845,0.1604,120.89746,212.69999999999996,15.39145874909324,71.42643628563887,2760488.909567371
252,2005,1,24,23.0,23.0,26.1,,,ECUADOR,"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO",-1.364,-80.785,17.0,6.1,,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,,, SALANGO,11461.9756,0.1022,55.44377,444.19999999999976,19.521813686480375,45.6625832653465,15359157.832298478
253,2005,10,24,17.0,35.0,33.8,,,ECUADOR,ECUADOR:  BAEZA,-0.507,-77.745,35.0,4.8,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  BAEZA,11461.9756,0.1022,55.44377,123.29999999999998,62.40208331763263,62.41040123866403,3745685.051140899
254,2005,1,25,16.0,30.0,38.9,,,CHINA,CHINA:  YUNNAN PROVINCE:  SIMAO,22.526,100.709,12.0,4.8,,,,,,3.0,1.0,,1.0,,,,,,,,,3.0,1.0,,1.0,,,,,,  SIMAO,7040.1673,0.1442,138.99216,123.29999999999998,42.48488327987067,42.48488327987067,2550155.118874237
255,2005,2,14,23.0,38.0,8.6,,,CHINA,CHINA:  XINJIANG PROVINCE:  WUSHI,41.728,79.44,22.0,6.1,,,,,,,,,3.0,6000.0,4.0,,,,,,,,,,3.0,6000.0,4.0,,,,  WUSHI,7040.1673,0.1442,138.99216,444.19999999999976,14.95733822258113,22.16240298470386,11767970.036041934
256,2005,7,25,15.0,43.0,41.1,,,CHINA,CHINA:  DAQING,46.827,125.058,48.0,4.7,,1.0,1.0,,,12.0,1.0,,,,,,,1.0,1.0,,,12.0,1.0,,,,,,,,  DAQING,7040.1673,0.1442,138.99216,114.45000000000002,77.62545308196714,78.80206177796181,3982340.994011078
257,2005,8,5,14.0,14.0,48.0,,,CHINA,CHINA:  YUNNAN PROVINCE:  HUIZE,26.569,103.036,42.0,4.8,,,,,,9.0,1.0,,2.0,3700.0,4.0,3700.0,4.0,,,,,9.0,1.0,,2.0,3700.0,4.0,,,,  HUIZE,7040.1673,0.1442,138.99216,123.29999999999998,101.6911985041965,101.69289267983466,6104014.1902143955
258,2005,8,13,4.0,58.0,44.8,,,CHINA,CHINA:  YUNNAN PROVINCE:  WENSHAN,23.627,104.103,10.0,4.5,,,,,,26.0,1.0,,1.0,,2.0,,2.0,,,,,26.0,1.0,,1.0,,2.0,,,,  WENSHAN,7040.1673,0.1442,138.99216,96.75,93.54037217576136,93.55832421297227,3412446.3173439503
259,2005,10,27,11.0,18.0,57.3,,,CHINA,CHINA:  GUANGXI PROVINCE,23.604,107.798,10.0,4.2,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,  GUANGXI PROVINCE,7040.1673,0.1442,138.99216,70.20000000000002,121.76607634135084,121.77868217771311,2352642.3609912395
260,2005,11,26,0.0,49.0,37.6,,,CHINA,"CHINA:  JIANGXI:  JIUJIANG, RUICHANG",29.695,115.689,10.0,5.2,,16.0,1.0,,,8000.0,4.0,,3.0,150000.0,4.0,,,16.0,1.0,,,8000.0,4.0,,3.0,150000.0,4.0,,,, RUICHANG,7040.1673,0.1442,138.99216,188.80000000000004,293.5090952266446,300.4499715753369,41164650.60553691
261,2005,1,25,16.0,44.0,16.1,,,TURKEY,TURKEY:  HAKKARI,37.622,43.703,41.0,5.9,,2.0,1.0,,,22.0,1.0,,1.0,,,,,2.0,1.0,,,22.0,1.0,,1.0,,,,,,  HAKKARI,20405.5455,0.1417,89.2698,356.1000000000001,47.8861748918389,50.88778116229625,24241514.08784539
262,2005,3,12,7.0,36.0,12.1,,,TURKEY,"TURKEY:  CAT, KARLIOVA",39.44,40.978,11.0,5.6,,,,,,16.0,1.0,,2.0,,,,,,,,,16.0,1.0,,2.0,,,,,, KARLIOVA,20405.5455,0.1417,89.2698,284.3999999999999,33.32310165610413,37.48376729618641,10713010.62831926
263,2005,3,14,1.0,55.0,55.6,,,TURKEY,TURKEY:  EASTERN:  BINGOL PROVINCE,39.354,40.89,5.0,5.8,,,,,,18.0,1.0,,3.0,,2.0,,2.0,,,,,18.0,1.0,,3.0,,2.0,,,,  BINGOL PROVINCE,20405.5455,0.1417,89.2698,332.19999999999993,35.135238546208974,40.68824239686845,15444361.672518533
264,2005,7,30,21.0,45.0,0.0,,,TURKEY,"TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI",39.437,33.089,5.0,5.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, YENIYAPANSEYHLI,20405.5455,0.1417,89.2698,212.69999999999996,48.02301102952696,48.679963922365175,8572395.60683674
265,2005,10,20,21.0,40.0,4.0,,,TURKEY,TURKEY:  IZMIR,38.152,26.751,10.0,5.9,,1.0,1.0,,,15.0,1.0,,1.0,,2.0,,2.0,1.0,1.0,,,15.0,1.0,,1.0,,2.0,,,,  IZMIR,20405.5455,0.1417,89.2698,356.1000000000001,54.13329307216999,125.70932919796674,27404005.218510758
266,2005,11,26,15.0,56.0,55.0,,,TURKEY,TURKEY:  DOGANYOL,38.26,38.814,9.0,4.4,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  DOGANYOL,20405.5455,0.1417,89.2698,87.90000000000003,56.08381875695529,57.49974690247036,1678532.6115769148
267,2005,12,24,3.0,56.0,7.3,,,TURKEY,TURKEY:  AKHISAR,38.804,26.783,14.0,4.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  AKHISAR,20405.5455,0.1417,89.2698,79.04999999999998,158.39951882080783,239.60661180816766,3904389.739414092
268,2005,1,29,7.0,41.0,31.0,,,SPAIN,"SPAIN:  LA PACA, ZARCILLA DE RAMOS",37.91,-1.82,5.0,4.4,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,, ZARCILLA DE RAMOS,31140.8871,0.215,87.41739,87.90000000000003,34.13042665218184,37.359722744245126,1021489.5392731503
269,2005,2,15,11.0,15.0,11.7,,,INDIA,INDIA:  KHASPUR,24.55,92.524,35.0,5.1,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  KHASPUR,3963.6076,0.1648,388.35013,164.89999999999992,199.59580567948052,199.7112500136049,21407847.733958364
270,2005,3,14,9.0,43.0,49.1,,,INDIA,"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA",17.145,73.73,10.0,4.9,,,,,,45.0,1.0,,2.0,,,,,,,,,45.0,1.0,,2.0,,,,,, SATARA,3963.6076,0.1648,388.35013,132.15000000000003,185.56556128467633,254.7432076718713,12786580.565881908
271,2005,3,15,2.0,7.0,6.8,,,INDIA,INDIA:  MAHARASHTRA:  DHEBEWADI,17.072,73.668,10.0,4.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  DHEBEWADI,3963.6076,0.1648,388.35013,79.04999999999998,205.387067054241,250.3280244319131,4998299.663832009
272,2005,7,24,15.0,42.0,6.2,,,INDIA,"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS",7.92,92.19,16.0,7.2,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,  NICOBAR ISLANDS,3963.6076,0.1648,388.35013,1368.4000000000003,21.258973712781778,103.8634405986559,159080049.93379754
273,2005,8,14,6.0,33.0,32.5,,,INDIA,INDIA:  MAHARASHTRA,17.398,74.118,35.0,4.4,7.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,  MAHARASHTRA,3963.6076,0.1648,388.35013,87.90000000000003,270.43256047077784,270.794476306665,8093776.10232991
274,2005,8,16,3.0,45.0,54.1,,,INDIA,INDIA:  UTTARANCHAL:  UTTARKAHI,30.924,78.56,43.0,4.4,6.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,  UTTARKAHI,3963.6076,0.1648,388.35013,87.90000000000003,77.11781926275975,77.53210899694832,2294717.8299826793
275,2005,8,30,8.0,53.0,17.4,,,INDIA,"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE",17.067,73.773,10.0,4.7,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,, KISRULE,3963.6076,0.1648,388.35013,114.45000000000002,206.38216074174514,267.1714635155018,10681515.111349761
276,2005,12,14,7.0,9.0,54.1,,,INDIA,"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG",30.476,79.255,44.0,5.3,,1.0,1.0,,,4.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,1.0,,2.0,1.0,1.0,,,, NANDPRAYAG,3963.6076,0.1648,388.35013,212.69999999999996,161.80709489270336,175.91761989256048,29020426.083196133
277,2005,3,2,11.0,12.0,14.9,,,PAKISTAN,PAKISTAN:  QUETTA,30.378,68.038,52.0,4.9,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,  QUETTA,6158.4099,0.1519,226.19876,132.15000000000003,29.560478302567603,29.560478302567603,2044668.7237102985
278,2005,10,8,3.0,50.0,39.1,,,PAKISTAN,"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.451,73.649,15.0,7.6,8.0,76213.0,4.0,,,146599.0,4.0,6680.0,4.0,,3.0,,3.0,76213.0,4.0,,,146599.0,4.0,6680.0,4.0,,3.0,,,, BARAMULA,6158.4099,0.1519,226.19876,2061.1999999999994,73.53988033073871,92.94564176962356,1248901386.8398967
279,2005,3,9,10.0,15.0,31.8,,,SOUTH AFRICA,"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",-26.913,26.789,5.0,4.3,,2.0,1.0,,,58.0,2.0,,2.0,,,,,2.0,1.0,,,58.0,2.0,,2.0,,,,,, STILFONTEIN,15249.4,0.0952,40.40686,79.04999999999998,34.22158657586301,34.36238746571807,843527.8875084473
280,2005,3,9,10.0,15.0,31.8,,,SOUTH AFRICA,"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",-26.913,26.789,5.0,4.3,,2.0,1.0,,,58.0,2.0,,2.0,,,,,2.0,1.0,,,58.0,2.0,,2.0,,,,,, STILFONTEIN,15249.4,0.1016,40.40686,79.04999999999998,34.22158657586301,34.36238746571807,843527.8875084473
281,2005,3,9,10.0,15.0,31.8,,,SOUTH AFRICA,"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",-26.913,26.789,5.0,4.3,,2.0,1.0,,,58.0,2.0,,2.0,,,,,2.0,1.0,,,58.0,2.0,,2.0,,,,,, STILFONTEIN,15882.472,0.0952,40.40686,79.04999999999998,34.22158657586301,34.36238746571807,843527.8875084473
282,2005,3,9,10.0,15.0,31.8,,,SOUTH AFRICA,"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",-26.913,26.789,5.0,4.3,,2.0,1.0,,,58.0,2.0,,2.0,,,,,2.0,1.0,,,58.0,2.0,,2.0,,,,,, STILFONTEIN,15882.472,0.1016,40.40686,79.04999999999998,34.22158657586301,34.36238746571807,843527.8875084473
283,2005,6,13,22.0,44.0,33.9,,,CHILE,CHILE:  TARAPACA,-19.987,-69.197,116.0,7.7,,11.0,1.0,,,200.0,3.0,,,544.0,3.0,,,11.0,1.0,,,200.0,3.0,,,544.0,3.0,,,,  TARAPACA,18872.3651,0.0747,21.7547,2234.4,6.557964791808284,11.32978642928251,130828918.68588395
284,2005,8,14,2.0,39.0,40.3,,,CHILE,CHILE:  TARAPACA,-19.78,-68.98,11.0,5.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  TARAPACA,18872.3651,0.0747,21.7547,332.19999999999993,5.008777880009371,6.92180581385189,2205024.3036722858
285,2005,7,10,13.0,10.0,12.1,,,ALBANIA,ALBANIA:  TROPOJE,42.389,19.812,4.0,5.2,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,  TROPOJE,8939.6016,0.1881,110.680145,188.80000000000004,46.711311618618204,57.636997149128106,6586294.938225167
286,2005,9,9,7.0,26.0,43.7,,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW IRELAND,-4.539,153.474,90.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,  NEW IRELAND,4004.3979,0.1221,14.350634,2234.4,0.49080229279394155,3.9040398445342865,9791320.217972457
287,2005,9,24,19.0,24.0,2.6,,,ETHIOPIA,ETHIOPIA:  DABBAHU,12.471,40.634,12.0,5.6,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,  DABBAHU,1698.5973,0.1735,68.644264,284.3999999999999,37.3100069723935,41.42966082442315,11994756.831547815
288,2005,9,26,1.0,55.0,37.6,,,PERU,"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",-5.678,-76.398,115.0,7.5,,5.0,1.0,,,60.0,2.0,,2.0,,3.0,,,5.0,1.0,,,60.0,2.0,,2.0,,3.0,,,, TARAPOTA,8917.6327,0.0676,21.990047,1888.0,7.339089909828292,14.782498186756353,104586618.1462468
289,2005,10,1,22.0,19.0,51.3,,,PERU,PERU:  MOQUEGUA,-16.635,-70.794,20.0,5.3,,,,,,10.0,1.0,,1.0,300.0,3.0,,,,,,,10.0,1.0,,1.0,300.0,3.0,,,,  MOQUEGUA,8917.6327,0.0676,21.990047,212.69999999999996,13.857674822325441,17.378243960436535,2485401.6947337124
290,2005,10,31,2.0,10.0,28.7,,,PERU,PERU:  N,-5.852,-78.704,40.0,5.4,,,,,,,,,,20.0,1.0,,,,,,,,,,,20.0,1.0,,,,  N,8917.6327,0.0676,21.990047,236.60000000000008,22.405130709236314,24.35993413841321,4970376.601667693
291,2005,12,5,12.0,19.0,56.6,,,CONGO,CONGO:  KALEMIE,-6.224,29.83,22.0,6.8,4.0,6.0,1.0,,,,,,1.0,300.0,3.0,,,6.0,1.0,,,,,,1.0,300.0,3.0,,,,  KALEMIE,4578.0876,0.1039,10.755036,893.5999999999999,37.355336805240796,40.997409564932134,118955828.736081
292,2005,12,12,21.0,47.0,46.0,,,AFGHANISTAN,"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN",36.357,71.093,225.0,6.5,,5.0,1.0,,,1.0,1.0,,1.0,100.0,2.0,100.0,2.0,5.0,1.0,,,1.0,1.0,,1.0,100.0,2.0,,,, BADAKHSHAN,2486.401,0.1717,37.42728,701.0,91.09845322018809,93.39358119363271,178680506.14607692
293,2006,1,1,7.0,11.0,57.0,5795.0,7540.0,JAPAN,JAPAN:  HONSHU:  S. OF,31.394,140.131,10.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,  S. OF,29351.8519,0.1534,350.89758,284.3999999999999,0.02529830425857474,49.896481826901436,8133.126537784934
294,2006,6,11,20.0,1.0,26.3,,,JAPAN,JAPAN:  KYUSHU,33.129,131.141,140.0,6.3,,,,,,8.0,1.0,,,,,,,,,,,8.0,1.0,,,,,,,,  KYUSHU,29351.8519,0.1534,350.89758,572.5999999999999,69.49566602746073,297.84550582424373,90792543.38591003
295,2006,10,23,21.0,17.0,19.0,5910.0,,JAPAN,JAPAN:  IZU ISLANDS,29.351,140.27,11.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,  IZU ISLANDS,29351.8519,0.1534,350.89758,636.8000000000002,4.068804995033681,328.3788868376045,6578085.861130893
296,2006,1,8,11.0,34.0,55.6,,,GREECE,GREECE:  SOUTHERN,36.311,23.212,66.0,6.7,,,,,,3.0,1.0,,1.0,,1.0,,,,,,,3.0,1.0,,1.0,,1.0,,,,  SOUTHERN,33850.4291,0.1808,86.16057,829.4000000000001,23.322096475159242,61.31661581861198,64034290.8649245
297,2006,4,11,0.0,2.0,41.5,,,GREECE,GREECE:  ZAKYNTHOS,37.64,20.92,18.0,5.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,  ZAKYNTHOS,33850.4291,0.1808,86.16057,260.5,10.181891486157197,31.831523954246496,2737320.070921473
