iter	MultiClass
544	0.002597751637
545	0.002593677658
546	0.002580657438
547	0.002576620691
548	0.002568126815
549	0.002566495718
550	0.002562529406
551	0.002560995897
552	0.00255706774
553	0.002555467432
554	0.002542735398
555	0.002541146033
556	0.002537272307
557	0.002536370566
558	0.002532529126
559	0.002530189928
560	0.002522027649
561	0.002509015134
562	0.002496732997
563	0.002492978397
564	0.002480876273
565	0.002468944051
566	0.002461149021
567	0.002457461129
568	0.002455968767
569	0.002454396118
570	0.002450752362
571	0.002447134135
572	0.00244566101
573	0.002443187681
574	0.002441456246
575	0.002431818695
576	0.002428269807
577	0.002424745467
578	0.002421245386
579	0.002413740287
580	0.002410289109
581	0.002402916746
582	0.002399513266
583	0.00239613265
584	0.00238905526
585	0.002377724923
586	0.002376674697
587	0.0023655032
588	0.002364122846
589	0.002362760655
590	0.002361342762
591	0.002358037659
592	0.002354754573
593	0.002354170513
594	0.002350911783
595	0.002350018891
596	0.002349263158
597	0.002346033785
598	0.002344727532
599	0.002339034537
600	0.002335846411
601	0.002334549858
602	0.002333265776
603	0.002322349982
604	0.002315860461
605	0.00230517652
606	0.002303897563
607	0.002300764831
608	0.002299442081
609	0.002288911725
610	0.00228348487
611	0.00227140593
612	0.00226119931
613	0.002258131358
614	0.002256748911
615	0.002255408415
616	0.002252375057
617	0.002247166676
618	0.002245918476
619	0.002242917647
620	0.002241492527
621	0.002240763906
622	0.002237793223
623	0.002234841476
624	0.002229661552
625	0.002223647018
626	0.002213769428
627	0.002210862954
628	0.00220797484
629	0.002205104888
630	0.002203932523
631	0.002202784779
632	0.002201617296
633	0.002198783269
634	0.002191255486
635	0.002188441717
636	0.002187308812
637	0.002186179468
638	0.002174605614
639	0.002164701208
640	0.002156978523
641	0.002155864248
642	0.0021531143
643	0.002145491489
644	0.002134740307
645	0.002132026584
646	0.002130731468
647	0.002124865566
648	0.002123782698
649	0.002122556085
650	0.002121433087
651	0.00212014505
652	0.002117495464
653	0.002111941223
654	0.002109322503
655	0.002101950499
656	0.002096268527
657	0.002095223255
658	0.002092647532
659	0.002091609965
660	0.002089054643
661	0.002080215717
662	0.002077679034
663	0.002070514843
664	0.002067998686
665	0.002057930018
666	0.002057343322
667	0.002055991869
668	0.002053510806
669	0.002051044236
670	0.002048498851
671	0.002040499239
672	0.002036146572
673	0.002033719041
674	0.002032550387
675	0.002031573821
676	0.00202917061
677	0.002028185634
678	0.002019807821
679	0.002011530797
680	0.002010568526
681	0.002002392443
682	0.002000021789
683	0.001991945892
684	0.001991335675
685	0.001988984062
686	0.001981008487
687	0.001980020401
688	0.001979083493
689	0.001978145313
690	0.001974057077
691	0.001966211307
692	0.001959819554
693	0.00195349563
694	0.00195119511
695	0.001943577893
696	0.001941293351
697	0.001933766275
698	0.001927648441
699	0.001921593922
700	0.001919334345
701	0.001917087632
702	0.001914853657
703	0.001914374868
704	0.001912155293
705	0.001908292924
706	0.001907853428
707	0.001903344991
708	0.001901153551
709	0.001900594785
710	0.001899723224
711	0.001898846123
712	0.001897879643
713	0.001897011094
714	0.001895998062
715	0.001895532479
716	0.001893377817
717	0.001889598757
718	0.001888493081
719	0.001887788413
720	0.00188060149
721	0.00187847604
722	0.001871372072
723	0.001865402431
724	0.001858432799
725	0.001856330407
726	0.001848207339
727	0.00184261529
728	0.001839806759
729	0.001837730276
730	0.001835665224
731	0.00183016504
732	0.001828115177
733	0.001826076521
734	0.001824048965
735	0.001822032401
736	0.001821219117
737	0.001820423508
738	0.001816047546
739	0.00181525701
740	0.001809845254
741	0.001807865058
742	0.001805895467
743	0.00179932188
744	0.001797364986
745	0.001795418503
746	0.001790126877
747	0.001789356167
748	0.001787426884
749	0.001779672395
750	0.001775478104
751	0.001773578381
752	0.001771688586
753	0.001769808627
754	0.001764647226
755	0.001762780435
756	0.001760923299
757	0.001759075729
758	0.00175723764
759	0.001756469507
760	0.001755735977
761	0.001749452705
762	0.001745719346
763	0.001739531247
764	0.001738805064
765	0.001736995126
766	0.001735194415
767	0.001733402847
768	0.001731620341
769	0.001728407763
770	0.001727972737
771	0.001726206003
772	0.001724448132
773	0.001722699047
774	0.001721733493
775	0.001719996907
776	0.001713915544
777	0.001712189437
778	0.001711828277
779	0.001705813256
780	0.001699860529
781	0.001698147709
782	0.001697455454
783	0.001695753886
784	0.001690980873
785	0.001686619283
786	0.00168584652
787	0.001684160246
788	0.001683720533
789	0.001677928279
790	0.00167689527
791	0.001671163512
792	0.001670465299
793	0.001669728859
794	0.00166405732
795	0.001662396541
796	0.001658704229
797	0.001653111621
798	0.001647574854
799	0.001641108206
800	0.001640445208
801	0.001639748479
802	0.001638119409
803	0.001637469522
804	0.001637161351
805	0.001631740296
806	0.001630124254
807	0.001628516056
808	0.001625667728
809	0.001624071778
810	0.001622483514
811	0.001620902872
812	0.001620620699
813	0.001616273906
814	0.001610971815
815	0.001609403816
816	0.00160877263
817	0.001607214567
818	0.001605663915
819	0.001604120613
820	0.0016025846
821	0.001602270329
822	0.001598086503
823	0.001597404135
824	0.00159699734
825	0.001591794868
826	0.001590275114
827	0.001585124384
828	0.001584520304
829	0.001583011446
830	0.001577912654
831	0.001577141272
832	0.001575643698
833	0.00157059669
834	0.001569107519
835	0.001568427949
836	0.001566948264
837	0.001563776299
838	0.001563416678
839	0.00156283077
840	0.001556983178
841	0.001555525312
842	0.001550598342
843	0.001550017752
844	0.001549442239
845	0.001549102228
846	0.001547657803
847	0.001542781283
848	0.001541344816
849	0.001538161749
850	0.001535622857
851	0.001534203575
852	0.001532790744
853	0.001532219183
854	0.001531656911
855	0.001530254657
856	0.001529697141
857	0.001524059038
858	0.00152267008
859	0.001521287349
860	0.00151837957
861	0.00151365613
862	0.00151228427
863	0.001510918529
864	0.001507874498
865	0.001503212437
866	0.001500793452
867	0.001500190073
868	0.001495586194
869	0.001495040037
870	0.001493696818
871	0.001492321997
872	0.001491786792
873	0.001490452742
874	0.001486733052
875	0.001485406929
876	0.001480088469
877	0.001477740313
878	0.001474195474
879	0.00147351264
880	0.001472928812
881	0.00146849848
882	0.001467968666
883	0.00146759743
884	0.001467302002
885	0.001465003793
886	0.001461415978
887	0.001457070144
888	0.001454805937
889	0.00145428529
890	0.001453772446
891	0.001452485321
892	0.001449760326
893	0.001448480228
894	0.001447971589
895	0.001442925921
896	0.001441657529
897	0.00144039464
898	0.001436167192
899	0.001434910828
900	0.001431478923
901	0.001428074363
902	0.001426827093
903	0.001426216055
904	0.001421325231
905	0.001420089622
906	0.001418859308
907	0.001417634249
908	0.001413540623
909	0.00140948233
910	0.001408264516
911	0.001407051883
912	0.001405844392
913	0.001404642005
914	0.00140209212
915	0.00139808501
916	0.001397854295
917	0.001397619809
918	0.0013936481
919	0.001393168098
920	0.001391980344
921	0.001391481342
922	0.001390300299
923	0.001386365615
924	0.001383784619
925	0.001383508251
926	0.001382339062
927	0.001381174737
928	0.001380015241
929	0.001379654771
930	0.001378501125
931	0.001374616459
932	0.001373468499
933	0.001370314719
934	0.001369173109
935	0.001368036185
936	0.001367778566
937	0.001367243519
938	0.001366793639
939	0.00136566533
940	0.00136184321
941	0.00136138716
942	0.001360937309
943	0.001359817526
944	0.001358702296
945	0.001357591587
946	0.001356485365
947	0.001351888759
948	0.001349435962
949	0.001347892169
950	0.001345175761
951	0.001342841342
952	0.001339143855
953	0.001338855436
954	0.001335189008
955	0.001334103935
956	0.001331873573
957	0.001329538477
958	0.001328935897
959	0.001328505628
960	0.001327435176
961	0.001323825749
962	0.001323400819
963	0.001322336827
964	0.001319401843
965	0.001318978017
966	0.001317921069
967	0.001317667902
968	0.001315800679
969	0.00131475095
970	0.001311281834
971	0.001307122426
972	0.001306699368
973	0.001306283192
974	0.001305247678
975	0.001301126301
976	0.001300667953
977	0.001299641056
978	0.001299226499
979	0.001298204914
980	0.001294743079
981	0.001293726234
982	0.001292713324
983	0.001289280702
984	0.00128827247
985	0.001286133683
986	0.001285132926
987	0.001284731169
988	0.001283735507
989	0.001280342537
990	0.001279943352
991	0.001277274804
992	0.00127452264
993	0.001273535483
994	0.001273069199
995	0.00127208729
996	0.001268762404
997	0.001265463586
998	0.00126448687
999	0.001263513866
