iter	MultiClass
0	1.946867696
1	1.706927111
2	1.551637293
3	1.441573425
4	1.326362527
5	1.236856224
6	1.152634082
7	1.056744493
8	0.9790475773
9	0.9112589587
10	0.8629285859
11	0.8127470384
12	0.7481264511
13	0.7113380451
14	0.6482812706
15	0.6179028618
16	0.583232686
17	0.560054896
18	0.5348058462
19	0.5071223878
20	0.4685229039
21	0.446628634
22	0.4196123513
23	0.3910099943
24	0.3731322601
25	0.3552065168
26	0.3393134163
27	0.3209017562
28	0.3042981845
29	0.2883481229
30	0.2813113977
31	0.2700397741
32	0.2580848484
33	0.2503059317
34	0.2407077967
35	0.230298185
36	0.2207500604
37	0.2139847521
38	0.2076712838
39	0.2022668152
40	0.1951947365
41	0.1863240182
42	0.1833986322
43	0.1784365753
44	0.1714499468
45	0.1658292045
46	0.1596940792
47	0.1546125261
48	0.1506775379
49	0.1465201901
50	0.1452548378
51	0.1380698242
52	0.1346539461
53	0.1335532029
54	0.1322195409
55	0.1307121454
56	0.1242678003
57	0.1209503029
58	0.1183443086
59	0.1164656985
60	0.1142824854
61	0.1111992971
62	0.1096800224
63	0.108058943
64	0.1072495916
65	0.1048250046
66	0.1042399198
67	0.1031757014
68	0.100454518
69	0.09922929974
70	0.09764571722
71	0.09715656552
72	0.09403320773
73	0.09255311965
74	0.09161860562
75	0.0898261094
76	0.08614082366
77	0.08488540589
78	0.08149115182
79	0.08006069476
80	0.07859628514
81	0.07602223241
82	0.07409264635
83	0.07169278805
84	0.07069603731
85	0.06950510264
86	0.06735779099
87	0.06586065488
88	0.06508306618
89	0.06413062457
90	0.062829417
91	0.06168555264
92	0.06078672168
93	0.06042673805
94	0.05842274547
95	0.05593339191
96	0.05507775637
97	0.05449316047
98	0.05341429326
99	0.05200833096
100	0.05015845136
101	0.04921467111
102	0.04762071891
103	0.04674683902
104	0.04600646625
105	0.04519396217
106	0.04442310769
107	0.04372799042
108	0.04238749657
109	0.04171870601
110	0.04031707683
111	0.03884672702
112	0.03824947321
113	0.0370280666
114	0.03647261653
115	0.0352052647
116	0.03413704521
117	0.033375184
118	0.03289819818
119	0.03192827487
120	0.03125109298
121	0.03082481494
122	0.03004557701
123	0.02964775813
124	0.0292667222
125	0.02908686493
126	0.02872847818
127	0.02791114557
128	0.02713983138
129	0.02680956062
130	0.02636302968
131	0.02605594223
132	0.02535499502
133	0.0252195114
134	0.02493460511
135	0.02427946282
136	0.02365964185
137	0.02339514942
138	0.022812494
139	0.02241617108
140	0.02217531443
141	0.02194326053
142	0.02171956348
143	0.02150380536
144	0.02129559423
145	0.02077193578
146	0.02057411245
147	0.02038301181
148	0.019892193
149	0.01942641325
150	0.01938867021
151	0.01930199328
152	0.01912640655
153	0.01895659273
154	0.01846973115
155	0.01830939052
156	0.0181541356
157	0.0177446259
158	0.01747696816
159	0.01722626763
160	0.0167914435
161	0.01669597769
162	0.01656236636
163	0.0164327156
164	0.01608214497
165	0.01595794389
166	0.01583733007
167	0.01572015454
168	0.01539054064
169	0.01527811315
170	0.01500639565
171	0.01489884302
172	0.01487612564
173	0.01457634195
174	0.01441515269
175	0.014363879
176	0.01412072923
177	0.01384968215
178	0.01359054393
179	0.01354238748
180	0.01325112963
181	0.01315876347
182	0.01302300702
183	0.01300636343
184	0.01277430239
185	0.01268737762
186	0.01246586979
187	0.01238204445
188	0.01217046048
189	0.01208957671
190	0.01201074569
191	0.01193389006
192	0.01185893627
193	0.01178581436
194	0.01175105729
195	0.01171675069
196	0.01156289926
197	0.01143437539
198	0.01136609658
199	0.01129943048
200	0.01111212481
201	0.01104760319
202	0.01090322865
203	0.01078783423
204	0.01072662104
205	0.01066679719
206	0.01064026074
207	0.0104480759
208	0.01033976348
209	0.01028368334
210	0.01025824039
211	0.01012249978
212	0.01010519105
213	0.01005174366
214	0.01003879026
215	0.009884799508
216	0.009833131974
217	0.009810132997
218	0.009787006962
219	0.009661762404
220	0.009638113573
221	0.009589598695
222	0.009568781682
223	0.009491166899
224	0.009350158272
225	0.009304074141
226	0.009258934093
227	0.00912372203
228	0.009079821206
229	0.009036801538
230	0.009027516184
231	0.008985484024
232	0.008856162409
233	0.008837916943
234	0.008820194324
235	0.00880260322
236	0.008762591813
237	0.008638621755
238	0.008519004096
239	0.008480297729
240	0.008422644858
241	0.008309255429
242	0.008271717776
243	0.008234895753
244	0.008125810662
245	0.008089910643
246	0.007984693703
247	0.007949681639
248	0.007915318654
249	0.007898554601
250	0.007884018691
251	0.007782953353
252	0.007718010147
253	0.007685578069
254	0.007679015586
255	0.007668459422
256	0.007654199728
257	0.007558045068
258	0.007526821229
259	0.007496151274
260	0.007466019725
261	0.007453218011
262	0.007375143006
263	0.007345962951
264	0.007317284339
265	0.007227413443
266	0.007199378609
267	0.007112486181
268	0.007028293579
269	0.007001025722
270	0.006906916437
271	0.006894268234
272	0.006867986057
273	0.006856622935
274	0.006777928995
275	0.006701586332
276	0.006676155677
277	0.00666539713
278	0.006624258757
279	0.006575582651
280	0.006499616925
281	0.006429323943
282	0.006419104605
283	0.006408980758
284	0.006385372835
285	0.006362141625
286	0.006351786806
287	0.006272985087
288	0.006263420673
289	0.006197538223
290	0.006185044171
291	0.006162987337
292	0.006141272355
293	0.006136442326
294	0.00611026998
295	0.006089047061
296	0.006035627341
297	0.005996111524
298	0.005955580706
299	0.005946802399
300	0.005926761722
301	0.005875561282
302	0.005825654399
303	0.005817310675
304	0.005813475182
305	0.005794127729
306	0.005745707053
307	0.005726762631
308	0.005708094302
309	0.005699952453
310	0.005634609092
311	0.005616512133
312	0.005586517544
313	0.005578904692
314	0.005570674369
315	0.005565800835
316	0.005560815929
317	0.005531677956
318	0.005478070599
319	0.005449961949
320	0.005432971136
321	0.005425824314
322	0.005399702547
323	0.005367896258
324	0.005359178349
325	0.00530866441
326	0.005301889712
327	0.005295162637
328	0.005263169954
329	0.005255248334
330	0.005198901432
331	0.00515143507
332	0.005135891376
333	0.005129490466
334	0.00511422888
335	0.005058414677
336	0.005043548228
337	0.005028876883
338	0.005025294059
339	0.005018462772
340	0.004973610316
341	0.004967523675
342	0.004961633888
343	0.004910855885
344	0.004896809212
345	0.004882942457
346	0.004855602412
347	0.00484209199
348	0.004799929296
349	0.004752254462
350	0.004712063179
351	0.004708986769
352	0.004669748903
353	0.004656695954
354	0.00465403682
355	0.004615760398
356	0.004613621263
357	0.004576228981
358	0.004563461874
359	0.004532267952
360	0.004496383878
361	0.004472422831
362	0.004460077196
363	0.004437356457
364	0.0044253057
365	0.004413400097
366	0.004408341112
367	0.004403048581
368	0.004398119641
369	0.004392316586
370	0.004380768062
371	0.004374438474
372	0.00434520994
373	0.004333914443
374	0.004322750944
375	0.004294221327
376	0.004283240054
377	0.004272385362
378	0.004267087562
379	0.004234097128
380	0.00422951871
381	0.004225038038
382	0.004219894475
383	0.004209381637
384	0.00418846686
385	0.004184188283
386	0.004173956987
387	0.004142045383
388	0.004110809626
389	0.004100751434
390	0.004081296366
391	0.004071419121
392	0.004045667102
393	0.004041642897
394	0.004031977426
395	0.004022417267
396	0.004012960522
397	0.004003605341
398	0.003973939999
399	0.003969653405
400	0.003935872279
401	0.003932074186
402	0.003917086356
403	0.00391274521
404	0.003908606437
405	0.003890538363
406	0.003886774313
407	0.003877960439
408	0.003869238268
409	0.003845595396
410	0.00382832087
411	0.003819781082
412	0.003792551994
413	0.003784122602
414	0.003775779341
415	0.003753374324
416	0.003745149856
417	0.003737008424
418	0.003710814359
419	0.003702775771
420	0.003672957522
421	0.003651844749
422	0.003643978954
423	0.003641485067
424	0.003616732225
425	0.003608982803
426	0.003601309686
427	0.003577067724
428	0.003569488804
429	0.003567688129
430	0.003560195914
431	0.003545489658
432	0.003538135599
433	0.003510868441
434	0.00349147867
435	0.003477241029
436	0.003474258489
437	0.003460256638
438	0.00345316248
439	0.003441246883
440	0.00343834907
441	0.003431386905
442	0.003409174702
443	0.003402294223
444	0.003395477874
445	0.003376909876
446	0.003370194618
447	0.003345216471
448	0.003342260336
449	0.00333567631
450	0.003310352436
451	0.003303883101
452	0.003301137127
453	0.003288410868
454	0.003277673979
455	0.003274927211
456	0.003262527131
457	0.003261083699
458	0.003237675333
459	0.003235089498
460	0.003232498226
461	0.00322635731
462	0.003220270305
463	0.003214236424
464	0.003208254893
465	0.003205708265
466	0.003189077371
467	0.003186617161
468	0.003167061659
469	0.003147845332
470	0.003141999466
471	0.003136203914
472	0.003133743588
473	0.003131325919
474	0.00312806349
475	0.003113165824
476	0.003094560013
477	0.003088904956
478	0.003083297988
479	0.003077738423
480	0.003075336177
481	0.003054192738
482	0.00304283918
483	0.003040566288
484	0.003039549913
485	0.003036997286
486	0.003031622771
487	0.003020624022
488	0.003015321614
489	0.003010062738
490	0.003004846793
491	0.002987215963
492	0.002978573427
493	0.002976284646
494	0.002974115907
495	0.002968990608
496	0.002954657808
497	0.00295233372
498	0.002938230905
499	0.002933196004
500	0.002919322181
501	0.002917211699
502	0.002903556094
503	0.002893633038
504	0.00287478298
505	0.002872459208
506	0.002853975812
507	0.002849126874
508	0.002844316562
509	0.002842429964
510	0.002840388148
511	0.002827504809
512	0.002825472424
513	0.002812281136
514	0.002810218658
515	0.002808273339
516	0.002806363805
517	0.00279110373
518	0.002789207426
519	0.002787103043
520	0.002782481739
521	0.002770150016
522	0.002755321396
523	0.002750758498
524	0.002746231307
525	0.002745336617
526	0.002740848552
527	0.002728907504
528	0.00272656793
529	0.002709796231
530	0.002705396591
531	0.002703516913
532	0.002686374097
533	0.002678880571
534	0.002674578983
535	0.002672639778
536	0.002658776502
537	0.002654527613
538	0.002640878807
539	0.002625136499
540	0.002620951572
541	0.002607712184
542	0.002603566047
543	0.002601856096
